V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,class
50.0,entrepreneur,married,tertiary,no,52.0,no,no,cellular,31.0,jul,22.0,8.0,-1.0,0.0,unknown,1
34.0,management,married,tertiary,no,2594.0,yes,no,cellular,21.0,nov,161.0,3.0,-1.0,0.0,unknown,1
54.0,retired,divorced,primary,no,22.0,no,no,unknown,20.0,jun,23.0,4.0,-1.0,0.0,unknown,1
34.0,technician,married,tertiary,no,1611.0,yes,no,cellular,11.0,may,490.0,2.0,-1.0,0.0,unknown,1
34.0,admin.,single,tertiary,no,18.0,yes,yes,cellular,30.0,apr,359.0,1.0,-1.0,0.0,unknown,0
52.0,blue-collar,married,primary,no,1331.0,yes,no,cellular,29.0,jul,213.0,2.0,-1.0,0.0,unknown,1
60.0,unknown,married,unknown,no,7337.0,no,no,cellular,4.0,aug,122.0,1.0,-1.0,0.0,unknown,1
39.0,management,single,secondary,no,835.0,yes,no,unknown,29.0,may,587.0,4.0,-1.0,0.0,unknown,1
58.0,retired,married,primary,no,5092.0,no,no,unknown,11.0,jun,199.0,6.0,-1.0,0.0,unknown,1
41.0,technician,divorced,secondary,no,52.0,no,no,cellular,20.0,aug,261.0,2.0,-1.0,0.0,unknown,1
48.0,technician,married,secondary,no,10655.0,no,no,telephone,31.0,jul,5.0,3.0,-1.0,0.0,unknown,1
58.0,management,married,tertiary,no,1831.0,no,no,cellular,17.0,nov,1531.0,1.0,-1.0,0.0,unknown,1
40.0,self-employed,married,primary,no,92.0,yes,no,unknown,13.0,may,92.0,1.0,-1.0,0.0,unknown,1
48.0,management,married,tertiary,no,586.0,yes,yes,cellular,6.0,may,179.0,2.0,-1.0,0.0,unknown,1
52.0,blue-collar,divorced,primary,no,1758.0,yes,no,unknown,15.0,may,41.0,1.0,-1.0,0.0,unknown,1
50.0,self-employed,married,secondary,no,2061.0,yes,yes,cellular,29.0,jan,197.0,2.0,244.0,3.0,failure,1
25.0,technician,single,secondary,no,959.0,no,no,cellular,9.0,jul,144.0,5.0,-1.0,0.0,unknown,1
54.0,retired,married,primary,no,208.0,no,no,unknown,12.0,may,255.0,1.0,-1.0,0.0,unknown,1
34.0,services,married,secondary,no,-315.0,yes,no,unknown,8.0,may,56.0,2.0,-1.0,0.0,unknown,1
48.0,management,married,tertiary,yes,-13.0,yes,no,cellular,15.0,may,20.0,6.0,291.0,2.0,other,1
37.0,admin.,married,tertiary,no,801.0,no,no,cellular,11.0,aug,331.0,7.0,-1.0,0.0,unknown,1
66.0,retired,married,tertiary,no,1948.0,no,no,cellular,28.0,jan,216.0,1.0,91.0,4.0,success,0
32.0,management,single,tertiary,no,751.0,yes,no,unknown,8.0,may,64.0,1.0,-1.0,0.0,unknown,1
45.0,blue-collar,married,secondary,no,784.0,yes,yes,unknown,3.0,jun,34.0,1.0,-1.0,0.0,unknown,1
43.0,blue-collar,single,secondary,no,24.0,no,no,cellular,12.0,may,68.0,1.0,363.0,1.0,failure,1
41.0,management,married,tertiary,no,72.0,yes,no,unknown,7.0,may,764.0,3.0,-1.0,0.0,unknown,1
40.0,technician,divorced,tertiary,no,1871.0,yes,no,cellular,17.0,nov,64.0,1.0,-1.0,0.0,unknown,1
44.0,services,single,secondary,no,1378.0,yes,no,unknown,8.0,may,257.0,2.0,-1.0,0.0,unknown,1
43.0,blue-collar,married,primary,no,188.0,yes,no,cellular,12.0,may,58.0,3.0,347.0,5.0,failure,1
30.0,unknown,single,tertiary,no,6836.0,no,no,cellular,27.0,feb,30.0,3.0,-1.0,0.0,unknown,1
32.0,services,married,secondary,no,61.0,yes,no,cellular,8.0,jul,529.0,5.0,-1.0,0.0,unknown,1
57.0,admin.,married,secondary,no,-967.0,yes,no,telephone,15.0,may,8.0,7.0,-1.0,0.0,unknown,1
31.0,blue-collar,single,tertiary,no,462.0,yes,yes,unknown,19.0,may,147.0,1.0,-1.0,0.0,unknown,1
49.0,unknown,married,secondary,no,0.0,no,no,cellular,28.0,aug,173.0,2.0,-1.0,0.0,unknown,1
31.0,admin.,single,secondary,no,5527.0,yes,no,unknown,21.0,may,132.0,1.0,-1.0,0.0,unknown,1
41.0,admin.,married,tertiary,no,1287.0,no,no,unknown,16.0,jun,286.0,1.0,-1.0,0.0,unknown,1
44.0,management,married,tertiary,no,17361.0,no,no,unknown,18.0,jun,476.0,1.0,-1.0,0.0,unknown,1
54.0,entrepreneur,married,unknown,no,1956.0,no,no,cellular,19.0,nov,221.0,5.0,-1.0,0.0,unknown,1
37.0,blue-collar,divorced,secondary,no,0.0,yes,no,cellular,21.0,apr,146.0,4.0,-1.0,0.0,unknown,0
34.0,management,married,secondary,no,-294.0,yes,no,unknown,27.0,may,532.0,2.0,-1.0,0.0,unknown,1
43.0,technician,married,secondary,no,275.0,no,no,cellular,25.0,aug,69.0,6.0,-1.0,0.0,unknown,1
44.0,management,married,tertiary,no,724.0,yes,no,cellular,17.0,nov,157.0,2.0,172.0,1.0,failure,1
44.0,services,married,secondary,no,27.0,no,no,cellular,25.0,may,485.0,1.0,-1.0,0.0,unknown,1
53.0,admin.,divorced,secondary,no,26.0,yes,no,cellular,7.0,may,56.0,1.0,359.0,1.0,failure,1
36.0,technician,married,secondary,no,191.0,no,no,cellular,31.0,aug,69.0,1.0,-1.0,0.0,unknown,1
58.0,technician,divorced,secondary,no,-123.0,no,no,cellular,5.0,aug,131.0,2.0,-1.0,0.0,unknown,1
26.0,student,single,secondary,no,-147.0,no,no,unknown,4.0,jun,95.0,2.0,-1.0,0.0,unknown,1
34.0,technician,single,secondary,no,179.0,no,no,cellular,19.0,aug,294.0,3.0,-1.0,0.0,unknown,1
55.0,blue-collar,married,primary,no,1086.0,yes,no,cellular,6.0,may,146.0,1.0,272.0,2.0,failure,1
55.0,blue-collar,married,secondary,no,471.0,yes,no,unknown,30.0,may,58.0,2.0,-1.0,0.0,unknown,1
34.0,entrepreneur,married,tertiary,no,105.0,yes,no,unknown,28.0,may,249.0,2.0,-1.0,0.0,unknown,1
41.0,entrepreneur,divorced,secondary,no,1588.0,yes,yes,unknown,20.0,jun,10.0,8.0,-1.0,0.0,unknown,1
38.0,housemaid,divorced,secondary,no,70.0,no,no,cellular,27.0,oct,255.0,3.0,148.0,1.0,success,0
28.0,blue-collar,single,secondary,no,2700.0,no,no,cellular,3.0,feb,337.0,4.0,-1.0,0.0,unknown,1
41.0,technician,married,secondary,no,1602.0,yes,no,cellular,2.0,jun,142.0,1.0,-1.0,0.0,unknown,1
30.0,admin.,married,tertiary,no,0.0,yes,no,cellular,24.0,jul,209.0,2.0,-1.0,0.0,unknown,1
39.0,technician,married,unknown,no,839.0,no,no,unknown,30.0,may,825.0,2.0,-1.0,0.0,unknown,1
41.0,admin.,married,secondary,no,21515.0,yes,no,unknown,5.0,jun,87.0,1.0,-1.0,0.0,unknown,1
36.0,technician,married,secondary,no,5902.0,yes,no,unknown,23.0,may,219.0,4.0,-1.0,0.0,unknown,1
37.0,management,married,tertiary,no,547.0,yes,yes,unknown,21.0,may,143.0,1.0,-1.0,0.0,unknown,1
59.0,self-employed,married,tertiary,no,3800.0,no,yes,cellular,9.0,jul,70.0,1.0,-1.0,0.0,unknown,1
26.0,technician,single,secondary,no,261.0,yes,no,unknown,27.0,may,371.0,2.0,-1.0,0.0,unknown,1
43.0,technician,married,secondary,no,0.0,yes,yes,cellular,4.0,feb,539.0,8.0,204.0,5.0,failure,1
42.0,management,married,secondary,yes,-34.0,no,no,cellular,5.0,feb,176.0,1.0,-1.0,0.0,unknown,1
46.0,blue-collar,married,unknown,no,9328.0,yes,no,cellular,5.0,may,725.0,3.0,-1.0,0.0,unknown,0
31.0,admin.,married,secondary,no,5.0,yes,yes,cellular,16.0,jul,101.0,7.0,-1.0,0.0,unknown,1
43.0,unemployed,married,secondary,no,3529.0,no,no,cellular,5.0,feb,169.0,2.0,-1.0,0.0,unknown,1
48.0,blue-collar,single,tertiary,no,2330.0,yes,no,unknown,4.0,jun,15.0,1.0,-1.0,0.0,unknown,1
41.0,blue-collar,married,secondary,no,1334.0,yes,no,cellular,20.0,apr,234.0,5.0,-1.0,0.0,unknown,1
32.0,self-employed,married,tertiary,no,3601.0,no,no,cellular,22.0,aug,171.0,15.0,-1.0,0.0,unknown,1
45.0,technician,married,tertiary,no,265.0,no,no,cellular,28.0,aug,14.0,3.0,-1.0,0.0,unknown,1
52.0,admin.,single,unknown,no,2227.0,no,no,cellular,24.0,feb,242.0,2.0,-1.0,0.0,unknown,0
37.0,self-employed,married,secondary,no,487.0,no,yes,cellular,27.0,aug,155.0,15.0,-1.0,0.0,unknown,1
38.0,blue-collar,divorced,secondary,no,0.0,yes,no,cellular,11.0,may,580.0,1.0,173.0,1.0,failure,1
36.0,services,single,secondary,no,174.0,yes,no,unknown,7.0,may,223.0,2.0,-1.0,0.0,unknown,1
58.0,retired,married,secondary,no,14412.0,no,no,cellular,18.0,nov,297.0,1.0,-1.0,0.0,unknown,1
37.0,management,married,tertiary,no,3288.0,no,no,cellular,8.0,aug,124.0,2.0,-1.0,0.0,unknown,1
30.0,technician,single,secondary,no,57.0,no,no,cellular,2.0,feb,465.0,2.0,-1.0,0.0,unknown,1
47.0,technician,married,secondary,no,2246.0,yes,no,cellular,10.0,jul,330.0,1.0,-1.0,0.0,unknown,1
40.0,technician,married,secondary,no,4441.0,yes,no,cellular,20.0,nov,153.0,2.0,183.0,2.0,failure,1
42.0,management,divorced,tertiary,no,0.0,no,no,unknown,19.0,may,131.0,2.0,-1.0,0.0,unknown,1
71.0,unknown,married,tertiary,no,353.0,no,no,cellular,27.0,jan,208.0,1.0,93.0,2.0,failure,1
54.0,blue-collar,married,secondary,no,448.0,yes,yes,cellular,5.0,aug,98.0,1.0,-1.0,0.0,unknown,1
53.0,entrepreneur,married,primary,no,27.0,yes,no,telephone,10.0,sep,230.0,3.0,-1.0,0.0,unknown,0
33.0,blue-collar,divorced,secondary,no,474.0,no,no,cellular,22.0,jul,400.0,2.0,-1.0,0.0,unknown,1
30.0,technician,single,tertiary,no,1185.0,yes,no,cellular,30.0,apr,284.0,1.0,339.0,1.0,failure,1
39.0,services,divorced,secondary,no,282.0,yes,no,cellular,17.0,jul,243.0,1.0,-1.0,0.0,unknown,1
32.0,blue-collar,married,secondary,no,2.0,yes,no,cellular,15.0,may,16.0,9.0,309.0,1.0,failure,1
34.0,technician,single,secondary,no,60.0,no,no,cellular,7.0,aug,274.0,2.0,-1.0,0.0,unknown,1
39.0,self-employed,single,tertiary,no,3972.0,no,no,cellular,30.0,jul,122.0,3.0,-1.0,0.0,unknown,1
75.0,retired,married,secondary,no,26452.0,no,no,telephone,15.0,jul,219.0,2.0,-1.0,0.0,unknown,1
33.0,admin.,divorced,secondary,no,818.0,yes,yes,cellular,16.0,apr,301.0,3.0,-1.0,0.0,unknown,1
40.0,services,married,secondary,no,9374.0,yes,no,cellular,21.0,nov,7.0,8.0,185.0,1.0,failure,1
37.0,technician,married,unknown,no,47.0,no,no,unknown,19.0,jun,374.0,3.0,-1.0,0.0,unknown,1
69.0,retired,married,primary,no,279.0,no,no,telephone,12.0,aug,26.0,1.0,-1.0,0.0,unknown,1
52.0,unemployed,married,primary,no,20.0,yes,no,telephone,28.0,jan,172.0,1.0,-1.0,0.0,unknown,1
31.0,admin.,divorced,secondary,no,360.0,no,no,cellular,15.0,may,332.0,1.0,297.0,2.0,other,1
28.0,technician,single,secondary,no,1532.0,no,no,cellular,22.0,may,253.0,1.0,107.0,5.0,failure,1
29.0,management,single,tertiary,no,1673.0,no,no,cellular,16.0,aug,200.0,2.0,159.0,3.0,other,1
46.0,services,married,secondary,no,2420.0,no,no,cellular,19.0,nov,405.0,2.0,-1.0,0.0,unknown,1
28.0,blue-collar,married,secondary,no,100.0,yes,yes,unknown,27.0,may,132.0,2.0,-1.0,0.0,unknown,1
41.0,admin.,married,secondary,no,0.0,no,no,unknown,20.0,jun,89.0,1.0,-1.0,0.0,unknown,1
42.0,technician,divorced,secondary,no,1533.0,no,yes,cellular,5.0,aug,86.0,1.0,-1.0,0.0,unknown,1
34.0,admin.,single,secondary,no,296.0,no,no,cellular,7.0,jul,147.0,4.0,-1.0,0.0,unknown,1
28.0,blue-collar,married,secondary,no,2788.0,yes,no,unknown,6.0,jun,369.0,2.0,-1.0,0.0,unknown,0
43.0,management,single,secondary,no,109.0,yes,no,unknown,27.0,may,64.0,3.0,-1.0,0.0,unknown,1
32.0,technician,married,secondary,no,485.0,no,no,cellular,26.0,aug,98.0,14.0,-1.0,0.0,unknown,1
33.0,technician,single,tertiary,no,125.0,no,no,telephone,29.0,aug,66.0,2.0,-1.0,0.0,unknown,1
70.0,retired,married,secondary,no,616.0,no,no,cellular,27.0,apr,149.0,2.0,182.0,1.0,failure,1
36.0,services,married,secondary,no,3064.0,yes,no,telephone,26.0,aug,240.0,3.0,107.0,4.0,failure,1
53.0,technician,married,secondary,no,206.0,no,no,cellular,26.0,aug,87.0,6.0,-1.0,0.0,unknown,1
30.0,blue-collar,single,secondary,no,6900.0,no,no,cellular,21.0,nov,816.0,1.0,-1.0,0.0,unknown,1
45.0,services,divorced,secondary,no,-179.0,no,no,unknown,3.0,jul,155.0,2.0,-1.0,0.0,unknown,1
31.0,services,single,secondary,no,481.0,yes,no,cellular,20.0,nov,106.0,2.0,183.0,2.0,failure,1
28.0,admin.,married,secondary,no,12.0,yes,no,cellular,30.0,jan,73.0,3.0,256.0,3.0,other,1
45.0,blue-collar,married,primary,no,0.0,no,no,unknown,23.0,may,574.0,5.0,-1.0,0.0,unknown,1
51.0,management,married,tertiary,no,176.0,yes,yes,unknown,1.0,jun,8.0,1.0,687.0,2.0,failure,1
53.0,management,married,primary,no,4086.0,no,no,unknown,20.0,jun,14.0,3.0,-1.0,0.0,unknown,1
40.0,technician,married,secondary,no,257.0,yes,no,unknown,16.0,may,731.0,4.0,-1.0,0.0,unknown,1
53.0,blue-collar,married,primary,no,53.0,yes,no,cellular,7.0,apr,208.0,1.0,140.0,1.0,failure,1
31.0,blue-collar,divorced,secondary,no,6.0,yes,no,cellular,29.0,jan,821.0,1.0,-1.0,0.0,unknown,1
30.0,management,married,tertiary,no,562.0,no,no,cellular,21.0,aug,137.0,4.0,-1.0,0.0,unknown,1
53.0,entrepreneur,married,secondary,no,-118.0,yes,no,unknown,9.0,may,101.0,3.0,-1.0,0.0,unknown,1
40.0,blue-collar,married,primary,no,2805.0,yes,no,cellular,14.0,may,173.0,6.0,353.0,23.0,failure,1
26.0,management,single,secondary,no,565.0,yes,no,unknown,6.0,jun,582.0,11.0,-1.0,0.0,unknown,1
47.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,21.0,jul,676.0,1.0,-1.0,0.0,unknown,1
51.0,management,married,tertiary,no,1612.0,no,no,cellular,16.0,mar,384.0,1.0,182.0,5.0,failure,1
45.0,unemployed,married,primary,no,180.0,yes,yes,unknown,27.0,may,62.0,2.0,-1.0,0.0,unknown,1
35.0,management,married,tertiary,no,0.0,yes,no,cellular,21.0,jul,295.0,3.0,-1.0,0.0,unknown,1
36.0,management,single,tertiary,no,876.0,yes,no,unknown,23.0,may,241.0,2.0,-1.0,0.0,unknown,1
57.0,admin.,married,secondary,no,2137.0,no,no,telephone,8.0,jul,132.0,7.0,-1.0,0.0,unknown,1
42.0,blue-collar,married,primary,no,260.0,yes,no,telephone,31.0,jul,175.0,2.0,-1.0,0.0,unknown,1
32.0,blue-collar,married,secondary,yes,-53.0,yes,no,cellular,16.0,apr,648.0,1.0,272.0,1.0,other,0
30.0,management,married,tertiary,no,944.0,no,no,cellular,29.0,oct,251.0,2.0,-1.0,0.0,unknown,0
36.0,technician,married,secondary,no,2394.0,no,no,cellular,14.0,aug,184.0,2.0,-1.0,0.0,unknown,1
43.0,technician,married,secondary,no,297.0,yes,no,cellular,14.0,oct,119.0,3.0,-1.0,0.0,unknown,1
69.0,retired,single,tertiary,no,2144.0,no,no,cellular,29.0,jul,417.0,1.0,184.0,4.0,success,0
31.0,technician,single,tertiary,no,969.0,no,no,cellular,15.0,jun,95.0,1.0,-1.0,0.0,unknown,1
35.0,technician,married,secondary,no,0.0,no,no,cellular,14.0,jul,125.0,2.0,-1.0,0.0,unknown,1
26.0,entrepreneur,married,tertiary,no,37.0,yes,yes,cellular,6.0,may,207.0,1.0,363.0,2.0,failure,1
46.0,technician,married,secondary,no,410.0,no,yes,cellular,21.0,nov,162.0,5.0,-1.0,0.0,unknown,1
30.0,technician,married,secondary,no,1211.0,yes,no,cellular,18.0,may,176.0,1.0,-1.0,0.0,unknown,1
33.0,management,single,tertiary,no,71.0,no,no,cellular,22.0,aug,107.0,6.0,-1.0,0.0,unknown,1
34.0,management,married,tertiary,no,436.0,yes,no,cellular,17.0,apr,28.0,1.0,345.0,1.0,failure,1
48.0,blue-collar,married,primary,no,559.0,yes,no,unknown,15.0,may,1231.0,2.0,-1.0,0.0,unknown,1
31.0,management,married,tertiary,no,1170.0,no,no,cellular,20.0,aug,200.0,4.0,-1.0,0.0,unknown,1
46.0,management,divorced,tertiary,no,25.0,no,no,unknown,26.0,may,103.0,2.0,-1.0,0.0,unknown,1
40.0,services,married,secondary,no,1325.0,no,no,unknown,11.0,jun,150.0,2.0,-1.0,0.0,unknown,1
39.0,entrepreneur,married,secondary,no,0.0,no,no,cellular,21.0,nov,108.0,7.0,-1.0,0.0,unknown,1
33.0,technician,single,secondary,no,647.0,yes,yes,cellular,4.0,feb,124.0,1.0,273.0,1.0,other,1
50.0,blue-collar,married,primary,no,2142.0,yes,no,cellular,29.0,jan,309.0,2.0,224.0,1.0,other,1
84.0,retired,divorced,primary,no,639.0,no,no,telephone,18.0,may,353.0,3.0,-1.0,0.0,unknown,0
40.0,blue-collar,married,primary,no,177.0,yes,yes,telephone,21.0,jul,742.0,4.0,-1.0,0.0,unknown,1
55.0,management,married,tertiary,no,236.0,no,no,cellular,4.0,aug,200.0,1.0,-1.0,0.0,unknown,1
40.0,services,divorced,secondary,no,1959.0,yes,no,unknown,30.0,may,177.0,1.0,-1.0,0.0,unknown,1
46.0,admin.,married,primary,no,96.0,no,no,telephone,4.0,feb,151.0,2.0,-1.0,0.0,unknown,1
43.0,self-employed,single,tertiary,no,0.0,no,no,unknown,19.0,jun,147.0,1.0,-1.0,0.0,unknown,1
34.0,blue-collar,married,secondary,no,250.0,yes,no,unknown,29.0,may,193.0,6.0,-1.0,0.0,unknown,1
35.0,technician,single,secondary,no,126.0,no,no,cellular,22.0,aug,112.0,2.0,-1.0,0.0,unknown,1
57.0,retired,married,unknown,no,1621.0,yes,no,unknown,19.0,jun,108.0,1.0,-1.0,0.0,unknown,1
25.0,student,single,secondary,no,8.0,no,no,cellular,22.0,apr,107.0,2.0,-1.0,0.0,unknown,0
32.0,self-employed,married,tertiary,no,189.0,yes,no,unknown,6.0,jun,106.0,2.0,-1.0,0.0,unknown,1
52.0,retired,single,secondary,no,316.0,no,no,cellular,12.0,may,463.0,3.0,-1.0,0.0,unknown,1
31.0,self-employed,single,tertiary,yes,-282.0,yes,no,cellular,20.0,nov,131.0,3.0,-1.0,0.0,unknown,1
34.0,management,married,tertiary,no,-308.0,yes,no,cellular,30.0,apr,140.0,2.0,-1.0,0.0,unknown,1
42.0,technician,divorced,secondary,no,248.0,no,no,cellular,19.0,aug,163.0,4.0,-1.0,0.0,unknown,1
47.0,blue-collar,divorced,primary,no,126.0,yes,no,unknown,3.0,jun,2456.0,2.0,-1.0,0.0,unknown,0
50.0,self-employed,divorced,tertiary,no,13.0,yes,no,cellular,20.0,apr,76.0,1.0,-1.0,0.0,unknown,0
30.0,technician,married,secondary,no,-393.0,yes,yes,cellular,16.0,jul,435.0,1.0,-1.0,0.0,unknown,0
33.0,services,single,secondary,no,358.0,yes,no,cellular,7.0,may,302.0,1.0,356.0,3.0,failure,1
56.0,technician,single,tertiary,no,917.0,no,no,unknown,9.0,jun,306.0,1.0,-1.0,0.0,unknown,1
34.0,admin.,divorced,secondary,no,1268.0,yes,no,cellular,15.0,may,259.0,3.0,-1.0,0.0,unknown,1
33.0,technician,married,secondary,no,-163.0,yes,yes,cellular,8.0,aug,502.0,2.0,-1.0,0.0,unknown,1
32.0,management,single,tertiary,no,473.0,yes,no,cellular,11.0,may,72.0,2.0,361.0,1.0,other,1
34.0,management,married,tertiary,no,4831.0,yes,no,cellular,4.0,feb,265.0,1.0,-1.0,0.0,unknown,1
37.0,technician,married,secondary,no,1063.0,yes,no,cellular,31.0,jul,413.0,2.0,-1.0,0.0,unknown,1
30.0,management,married,secondary,no,0.0,yes,no,cellular,12.0,may,756.0,3.0,-1.0,0.0,unknown,1
29.0,blue-collar,married,secondary,no,424.0,yes,yes,unknown,14.0,may,241.0,2.0,-1.0,0.0,unknown,1
56.0,unemployed,divorced,primary,no,802.0,no,no,telephone,3.0,feb,258.0,2.0,-1.0,0.0,unknown,1
31.0,management,married,tertiary,no,430.0,yes,no,cellular,25.0,jul,137.0,16.0,-1.0,0.0,unknown,1
59.0,unknown,married,unknown,no,3940.0,no,no,unknown,5.0,jun,48.0,2.0,-1.0,0.0,unknown,1
36.0,housemaid,married,secondary,no,2880.0,no,no,unknown,12.0,jun,283.0,1.0,-1.0,0.0,unknown,1
51.0,blue-collar,divorced,secondary,no,1069.0,yes,no,unknown,30.0,may,247.0,2.0,-1.0,0.0,unknown,1
54.0,self-employed,divorced,primary,no,4382.0,yes,no,telephone,18.0,may,193.0,4.0,-1.0,0.0,unknown,1
37.0,management,married,tertiary,no,0.0,no,no,cellular,11.0,mar,129.0,4.0,107.0,2.0,failure,1
32.0,technician,married,tertiary,no,3939.0,no,no,cellular,8.0,aug,209.0,2.0,-1.0,0.0,unknown,1
42.0,self-employed,married,tertiary,no,753.0,no,no,unknown,17.0,jun,31.0,1.0,-1.0,0.0,unknown,1
29.0,blue-collar,married,secondary,no,358.0,no,no,cellular,21.0,jul,88.0,5.0,-1.0,0.0,unknown,1
52.0,blue-collar,married,primary,no,1141.0,yes,no,cellular,12.0,may,22.0,5.0,-1.0,0.0,unknown,1
40.0,technician,married,secondary,no,1259.0,no,no,unknown,20.0,may,234.0,5.0,-1.0,0.0,unknown,1
30.0,services,married,secondary,no,227.0,no,yes,unknown,3.0,jun,23.0,1.0,-1.0,0.0,unknown,1
55.0,entrepreneur,divorced,secondary,no,538.0,yes,no,cellular,7.0,aug,353.0,2.0,-1.0,0.0,unknown,0
49.0,management,married,tertiary,no,92.0,yes,no,unknown,6.0,may,221.0,2.0,-1.0,0.0,unknown,1
33.0,technician,married,tertiary,no,8023.0,no,no,cellular,25.0,feb,196.0,1.0,87.0,4.0,failure,1
32.0,services,single,secondary,no,2478.0,no,yes,cellular,20.0,nov,395.0,1.0,-1.0,0.0,unknown,1
21.0,student,single,secondary,no,6844.0,no,no,cellular,14.0,aug,126.0,3.0,127.0,7.0,other,1
42.0,technician,married,secondary,no,440.0,yes,no,cellular,3.0,feb,13.0,5.0,-1.0,0.0,unknown,1
56.0,self-employed,married,secondary,no,800.0,no,yes,cellular,9.0,jul,170.0,1.0,-1.0,0.0,unknown,1
39.0,unknown,single,secondary,no,914.0,no,no,unknown,5.0,jun,20.0,1.0,-1.0,0.0,unknown,1
30.0,entrepreneur,single,secondary,no,638.0,no,no,cellular,14.0,jul,358.0,6.0,-1.0,0.0,unknown,1
55.0,retired,married,secondary,no,159.0,no,no,cellular,28.0,aug,159.0,1.0,-1.0,0.0,unknown,1
43.0,blue-collar,married,primary,no,483.0,yes,no,cellular,12.0,may,225.0,3.0,-1.0,0.0,unknown,1
53.0,unemployed,married,secondary,no,94.0,no,no,cellular,10.0,aug,493.0,1.0,181.0,14.0,success,0
57.0,retired,married,secondary,no,1044.0,no,no,telephone,11.0,jan,585.0,1.0,192.0,2.0,success,0
39.0,self-employed,single,unknown,no,0.0,no,no,unknown,20.0,jun,13.0,11.0,-1.0,0.0,unknown,1
56.0,technician,divorced,tertiary,no,401.0,yes,no,telephone,20.0,nov,26.0,1.0,-1.0,0.0,unknown,1
29.0,services,single,unknown,no,33.0,no,no,unknown,1.0,jul,161.0,1.0,-1.0,0.0,unknown,1
38.0,blue-collar,married,primary,no,506.0,yes,yes,unknown,12.0,jun,122.0,1.0,-1.0,0.0,unknown,1
59.0,management,married,tertiary,no,1881.0,no,no,cellular,19.0,nov,456.0,2.0,-1.0,0.0,unknown,1
42.0,technician,single,unknown,no,344.0,yes,no,unknown,3.0,jun,26.0,7.0,-1.0,0.0,unknown,1
46.0,blue-collar,married,primary,no,0.0,yes,no,unknown,12.0,may,51.0,9.0,-1.0,0.0,unknown,1
31.0,admin.,married,secondary,no,3.0,yes,no,cellular,28.0,jul,37.0,12.0,-1.0,0.0,unknown,1
35.0,services,divorced,secondary,no,221.0,yes,no,cellular,14.0,may,150.0,1.0,360.0,1.0,failure,1
50.0,self-employed,married,secondary,no,36.0,no,no,cellular,13.0,aug,104.0,10.0,-1.0,0.0,unknown,1
42.0,blue-collar,married,primary,no,969.0,yes,no,cellular,13.0,may,721.0,1.0,-1.0,0.0,unknown,1
36.0,services,single,secondary,no,760.0,no,no,unknown,20.0,jun,9.0,13.0,-1.0,0.0,unknown,1
25.0,admin.,single,tertiary,no,220.0,no,no,cellular,26.0,may,68.0,1.0,-1.0,0.0,unknown,1
42.0,management,single,tertiary,no,10907.0,no,no,cellular,4.0,may,74.0,3.0,-1.0,0.0,unknown,1
27.0,student,single,tertiary,no,-148.0,yes,no,cellular,11.0,sep,146.0,3.0,224.0,1.0,other,1
32.0,blue-collar,married,primary,no,415.0,yes,no,unknown,2.0,jun,777.0,4.0,-1.0,0.0,unknown,0
57.0,management,married,tertiary,no,1341.0,yes,no,unknown,8.0,may,339.0,2.0,-1.0,0.0,unknown,1
48.0,blue-collar,married,secondary,no,865.0,yes,no,cellular,13.0,may,78.0,2.0,-1.0,0.0,unknown,1
34.0,blue-collar,divorced,secondary,no,-566.0,yes,no,unknown,26.0,may,248.0,2.0,-1.0,0.0,unknown,1
33.0,services,married,secondary,no,210.0,yes,yes,unknown,20.0,may,201.0,1.0,-1.0,0.0,unknown,1
26.0,technician,single,secondary,no,1275.0,yes,no,unknown,20.0,jun,18.0,9.0,-1.0,0.0,unknown,1
50.0,blue-collar,married,secondary,no,579.0,no,no,cellular,26.0,aug,83.0,4.0,-1.0,0.0,unknown,1
60.0,technician,single,tertiary,no,2934.0,no,no,cellular,8.0,aug,233.0,2.0,-1.0,0.0,unknown,1
47.0,management,married,tertiary,no,6637.0,yes,no,cellular,17.0,apr,174.0,2.0,-1.0,0.0,unknown,1
31.0,management,married,tertiary,no,271.0,no,no,cellular,18.0,nov,89.0,1.0,-1.0,0.0,unknown,1
52.0,technician,married,tertiary,no,0.0,no,no,cellular,9.0,aug,145.0,3.0,94.0,4.0,success,1
36.0,services,married,secondary,no,472.0,yes,no,unknown,19.0,jun,1017.0,1.0,-1.0,0.0,unknown,1
43.0,blue-collar,married,primary,no,487.0,yes,no,unknown,7.0,may,548.0,2.0,-1.0,0.0,unknown,1
30.0,technician,single,tertiary,no,699.0,yes,no,cellular,11.0,aug,213.0,4.0,-1.0,0.0,unknown,1
32.0,blue-collar,married,secondary,no,150.0,no,no,cellular,5.0,feb,210.0,1.0,-1.0,0.0,unknown,1
31.0,management,single,tertiary,no,1130.0,yes,no,cellular,17.0,apr,224.0,3.0,74.0,4.0,failure,1
29.0,management,single,secondary,no,584.0,yes,no,unknown,16.0,jun,541.0,19.0,-1.0,0.0,unknown,1
48.0,services,divorced,secondary,no,3186.0,no,yes,cellular,9.0,apr,104.0,1.0,-1.0,0.0,unknown,1
32.0,services,single,secondary,no,133.0,no,no,cellular,15.0,apr,171.0,1.0,-1.0,0.0,unknown,0
