V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,class
3.06,47142.0,39.0,1.83,55125.0,0.498,84.2,72.0,4.41,6.9,50.2,v2,0.649,38.6,6894.0,798.0,0.756,5.88,0.54,609.0,25.8,0.25,3.01,91.1,6.98,0.283,0.612,0.93,9.04,0.25,v1,50.1,0.34,31.3,57.3,0.31,43444.0,7.53,0.76,v1,0
3.7,55801.0,46.6,2.0,20840.0,0.169,78.5,82.0,4.4,7.6,51.3,v2,0.679,81.5,5738.0,802.0,0.638,5.9,0.45,821.0,24.5,0.28,3.3,83.7,7.05,0.145,0.343,0.83,9.49,0.29,v2,62.0,0.52,73.3,62.0,0.89,22659.0,6.58,0.747,v3,0
1.59,56700.0,51.4,1.83,24465.0,0.496,77.8,62.0,4.35,6.1,55.4,v1,0.864,76.1,7122.0,764.0,0.249,6.02,0.56,820.0,23.9,0.24,3.37,80.0,6.92,0.176,0.36,0.84,8.42,0.21,v2,60.3,0.44,31.3,59.4,0.59,84020.0,7.22,0.696,v1,1
3.48,55976.0,32.3,1.83,58028.0,0.316,80.6,76.0,4.61,3.8,52.9,v2,0.785,95.4,7212.0,762.0,0.244,6.08,0.59,823.0,33.7,0.28,3.66,72.4,6.9,0.109,0.41,0.75,9.03,0.39,v1,50.2,0.41,62.6,63.1,0.32,76129.0,7.43,0.751,v2,1
2.57,55956.0,37.5,2.11,23756.0,0.164,76.4,66.0,4.49,6.2,51.3,v2,0.53,67.8,7187.0,787.0,0.66,6.07,0.7,422.0,27.3,0.38,1.24,99.2,6.92,0.135,0.34,0.93,9.24,0.25,v2,53.9,0.38,45.0,63.3,0.65,22693.0,7.57,0.746,v3,0
3.36,56688.0,32.3,2.18,57484.0,0.315,77.1,84.0,4.62,8.3,50.6,v1,0.864,82.0,6806.0,807.0,0.245,6.26,0.21,820.0,27.3,0.28,4.16,67.9,8.04,0.518,0.623,0.66,8.48,0.25,v1,57.6,0.49,18.4,54.7,0.19,58323.0,6.58,0.771,v1,0
3.87,55314.0,44.7,3.34,89746.0,0.495,84.1,70.0,4.28,9.0,51.4,v2,0.635,93.8,4723.0,780.0,0.41,6.18,0.72,309.0,24.2,0.19,4.1,97.9,6.91,0.561,0.413,0.45,9.49,0.27,v1,59.3,0.47,22.2,55.7,0.22,21365.0,6.35,0.691,v2,1
3.36,53832.0,31.0,2.07,76605.0,0.279,73.4,94.0,4.62,7.2,53.8,v2,0.694,93.8,4616.0,805.0,0.233,5.7,0.48,307.0,34.5,0.27,4.1,84.4,7.38,0.66,0.544,0.92,9.23,0.55,v2,50.0,0.45,79.5,58.2,0.61,22730.0,6.32,0.817,v2,0
3.64,49005.0,48.2,2.27,59709.0,0.331,72.2,77.0,4.27,7.9,52.8,v2,0.846,86.5,7426.0,807.0,0.677,6.11,0.36,814.0,27.4,0.45,1.57,91.5,7.03,0.323,0.517,0.89,9.13,0.21,v1,60.4,0.34,59.8,59.4,0.64,69242.0,6.58,0.792,v2,0
1.32,52832.0,38.6,0.47,42655.0,0.162,75.0,72.0,4.46,9.1,50.2,v2,0.667,75.7,6263.0,800.0,0.24,6.28,0.61,223.0,25.5,0.15,2.65,82.4,6.99,0.666,0.624,0.97,9.52,0.62,v1,59.4,0.38,19.0,70.6,0.18,15231.0,8.59,0.813,v1,0
3.59,53750.0,33.4,1.83,51954.0,0.166,78.6,80.0,4.69,8.3,50.6,v1,0.855,54.1,7175.0,757.0,0.647,4.29,0.15,614.0,25.9,0.23,3.89,94.1,6.71,0.291,0.447,0.71,9.13,0.27,v2,54.9,0.48,19.0,55.7,0.89,55246.0,7.65,0.749,v1,0
2.9,52999.0,49.7,0.3,45610.0,0.315,74.3,54.0,4.47,7.2,55.3,v2,0.864,98.8,5521.0,781.0,0.253,5.99,0.38,756.0,23.9,0.2,1.75,89.2,8.7,0.734,0.625,0.85,9.69,0.62,v1,56.7,0.43,52.2,58.1,0.31,53008.0,6.59,0.819,v2,0
2.93,49256.0,20.4,2.18,86780.0,0.468,78.0,65.0,4.62,8.6,52.1,v2,0.748,92.2,7190.0,755.0,0.527,3.18,0.17,605.0,26.0,0.28,3.51,84.5,8.36,0.779,0.372,0.85,9.6,0.37,v1,50.0,0.44,18.4,57.9,0.62,43512.0,6.73,0.697,v2,0
2.3,55223.0,27.3,3.3,33822.0,0.153,71.0,69.0,4.51,4.8,50.2,v1,0.68,39.0,5210.0,808.0,0.498,6.28,0.7,816.0,25.1,0.18,3.03,79.7,6.73,0.109,0.508,0.91,9.1,0.34,v1,47.5,0.34,19.0,58.8,0.63,42839.0,6.53,0.801,v1,0
3.75,55576.0,51.0,2.0,81197.0,0.33,71.6,78.0,4.64,6.1,55.1,v1,0.652,48.7,5802.0,767.0,0.447,4.68,0.16,607.0,34.5,0.47,3.61,82.0,7.83,0.127,0.625,0.75,9.18,0.28,v1,60.7,0.38,66.3,55.7,0.49,23370.0,6.76,0.826,v1,0
1.78,54937.0,46.1,2.03,38340.0,0.152,78.0,54.0,4.62,5.5,52.7,v2,0.645,76.5,4781.0,747.0,0.594,5.92,0.52,695.0,30.1,0.17,2.63,79.6,6.77,0.237,0.447,0.89,9.56,0.24,v1,51.2,0.36,35.6,60.4,0.31,54055.0,6.58,0.683,v2,0
1.83,55171.0,28.6,3.34,35693.0,0.495,72.9,68.0,4.68,8.2,54.8,v1,0.693,93.1,7002.0,763.0,0.551,3.63,0.64,660.0,25.8,0.22,1.95,96.4,7.57,0.537,0.358,0.98,9.78,0.29,v2,57.5,0.35,24.8,60.2,0.32,20049.0,7.83,0.816,v1,0
2.43,55839.0,13.8,2.22,25966.0,0.171,71.3,53.0,4.66,8.2,52.5,v1,0.691,61.3,4211.0,796.0,0.557,6.29,0.7,599.0,30.6,0.28,3.25,92.8,8.49,0.423,0.601,0.93,9.07,0.35,v2,60.2,0.38,88.9,71.1,0.83,40095.0,8.01,0.774,v3,0
2.35,48251.0,16.2,3.14,22203.0,0.162,77.4,94.0,4.68,5.9,52.5,v2,0.647,84.2,7326.0,770.0,0.648,5.98,0.65,819.0,28.7,0.22,3.07,81.7,6.98,0.753,0.361,0.88,9.74,0.25,v2,59.6,0.35,20.6,64.4,0.62,57332.0,7.11,0.682,v2,0
3.39,53144.0,29.1,0.4,36534.0,0.44,76.6,93.0,4.68,8.8,50.2,v2,0.658,51.1,6056.0,746.0,0.642,3.76,0.2,821.0,24.4,0.16,3.94,65.9,6.89,0.152,0.522,0.85,9.04,0.25,v1,49.9,0.42,70.2,55.6,0.49,51873.0,7.13,0.718,v3,0
2.68,56585.0,27.6,2.31,48245.0,0.147,71.4,69.0,4.61,8.8,52.6,v2,0.673,36.1,7152.0,760.0,0.649,6.17,0.39,607.0,34.1,0.27,3.37,75.1,8.45,0.148,0.351,0.84,9.05,0.62,v2,50.7,0.44,61.6,72.9,0.77,62691.0,7.18,0.713,v1,0
1.64,47795.0,27.8,2.1,63971.0,0.146,79.2,60.0,4.44,4.2,50.2,v1,0.676,52.9,5777.0,777.0,0.323,3.0,0.73,812.0,29.2,0.23,3.74,74.2,6.98,0.168,0.621,0.94,9.53,0.25,v2,61.9,0.45,60.1,71.6,0.56,14732.0,7.26,0.71,v1,0
3.49,49669.0,39.7,1.21,84683.0,0.171,71.1,73.0,4.7,6.9,51.3,v1,0.672,75.0,4527.0,747.0,0.324,4.15,0.47,731.0,34.2,0.47,2.99,93.6,6.83,0.273,0.621,0.97,9.08,0.34,v2,58.3,0.42,19.6,69.3,0.79,28842.0,8.38,0.746,v2,0
3.55,50112.0,51.1,2.09,28952.0,0.495,74.0,88.0,4.62,7.3,50.9,v2,0.691,58.9,6843.0,754.0,0.787,5.08,0.63,802.0,33.4,0.15,2.82,85.9,7.8,0.24,0.568,0.39,9.12,0.39,v1,59.3,0.45,67.3,64.7,0.18,22182.0,7.36,0.845,v2,1
3.86,48945.0,26.8,1.98,57289.0,0.165,75.5,56.0,4.24,3.9,50.6,v1,0.686,98.1,4721.0,769.0,0.24,5.92,0.73,632.0,26.1,0.3,0.81,75.5,7.03,0.189,0.619,0.96,9.73,0.43,v2,59.9,0.39,63.7,72.3,0.76,17393.0,7.92,0.767,v3,0
3.83,46942.0,26.0,1.83,58376.0,0.492,78.0,94.0,4.59,8.0,51.9,v1,0.681,98.5,4408.0,810.0,0.252,5.98,0.16,815.0,33.1,0.27,3.51,89.5,7.27,0.909,0.44,0.63,9.09,0.26,v2,58.5,0.56,87.5,63.7,0.52,52975.0,7.46,0.759,v1,0
3.14,55233.0,51.0,0.58,56006.0,0.351,83.5,60.0,4.47,8.9,52.6,v1,0.603,97.1,5646.0,763.0,0.238,5.95,0.5,750.0,32.5,0.19,1.28,80.1,7.59,0.467,0.525,0.87,9.78,0.26,v1,53.2,0.35,66.5,70.3,0.35,23167.0,7.62,0.772,v2,0
2.76,52509.0,39.8,1.02,55919.0,0.153,71.4,88.0,4.54,8.3,53.3,v2,0.603,56.2,7444.0,806.0,0.63,6.24,0.41,803.0,24.2,0.18,2.42,85.9,6.97,0.763,0.394,0.92,9.24,0.43,v2,55.0,0.41,23.8,71.4,0.6,49663.0,7.1,0.788,v3,0
3.48,47064.0,51.4,1.84,26935.0,0.492,72.0,57.0,4.6,5.4,52.1,v1,0.65,79.1,7358.0,764.0,0.777,6.03,0.7,601.0,24.3,0.47,3.69,62.7,6.74,0.125,0.618,0.87,9.11,0.55,v2,51.3,0.42,20.6,55.3,0.32,57501.0,8.04,0.821,v1,1
2.41,55199.0,16.1,0.53,91293.0,0.165,72.4,91.0,4.62,5.4,51.8,v2,0.864,76.9,5863.0,751.0,0.406,5.49,0.24,610.0,24.4,0.25,0.76,76.9,7.04,0.217,0.622,0.96,9.04,0.27,v2,61.2,0.43,46.3,67.1,0.75,54398.0,6.7,0.808,v3,1
2.34,53557.0,39.6,2.06,33781.0,0.189,83.6,86.0,4.63,8.5,52.1,v1,0.735,97.5,5248.0,769.0,0.435,6.17,0.38,596.0,30.0,0.46,3.13,92.8,6.91,0.898,0.478,0.84,9.06,0.46,v1,54.0,0.39,74.5,55.2,0.8,76907.0,7.28,0.708,v2,0
3.71,51246.0,20.1,0.91,90479.0,0.17,73.1,67.0,4.55,6.9,54.6,v2,0.634,47.1,6990.0,809.0,0.617,6.25,0.16,599.0,24.1,0.15,3.64,66.8,6.91,0.099,0.409,0.87,9.31,0.22,v1,61.6,0.42,70.5,60.0,0.72,53818.0,6.56,0.729,v2,0
2.11,54742.0,38.7,1.95,22182.0,0.496,78.4,52.0,4.65,8.6,53.6,v2,0.646,94.7,4184.0,763.0,0.249,5.49,0.4,602.0,26.4,0.23,4.01,94.8,6.91,0.699,0.476,0.67,9.13,0.28,v2,49.5,0.36,25.5,59.7,0.54,28372.0,6.35,0.836,v3,0
2.26,52407.0,35.7,2.46,31992.0,0.172,77.8,57.0,4.61,9.3,50.2,v1,0.615,86.1,4748.0,809.0,0.245,6.26,0.29,821.0,27.6,0.29,3.47,88.4,6.73,0.613,0.607,0.84,9.8,0.49,v2,49.6,0.37,29.8,67.7,0.79,86702.0,7.65,0.785,v2,0
1.44,47633.0,16.2,1.99,26212.0,0.228,72.9,67.0,4.64,7.6,50.3,v1,0.65,82.6,7353.0,795.0,0.889,3.82,0.71,605.0,26.9,0.3,2.14,97.3,6.87,0.423,0.51,0.64,9.1,0.55,v2,52.0,0.55,74.7,72.2,0.88,43825.0,7.19,0.708,v2,0
3.71,55857.0,39.9,3.2,59701.0,0.194,78.8,90.0,4.29,4.8,54.7,v1,0.644,82.1,6571.0,803.0,0.433,6.22,0.15,619.0,33.3,0.45,0.94,97.1,7.27,0.717,0.616,0.94,9.79,0.43,v1,51.1,0.42,65.7,70.1,0.52,35609.0,7.32,0.841,v3,0
3.19,54858.0,35.9,0.4,95859.0,0.149,77.7,93.0,4.32,4.2,52.2,v2,0.673,35.0,7514.0,805.0,0.642,5.91,0.52,734.0,24.9,0.47,0.44,87.2,6.91,0.143,0.626,0.86,9.1,0.62,v2,52.8,0.44,60.2,70.6,0.64,55553.0,7.65,0.747,v3,0
3.76,47539.0,24.3,2.02,57863.0,0.315,71.4,85.0,4.41,8.3,50.2,v1,0.648,91.0,6010.0,760.0,0.558,4.51,0.25,821.0,34.0,0.37,1.4,75.7,8.62,0.188,0.624,0.45,9.89,0.44,v1,60.0,0.45,48.3,58.8,0.63,57889.0,7.18,0.746,v2,0
1.45,53849.0,46.7,1.97,20058.0,0.315,78.7,89.0,4.33,4.8,51.5,v2,0.644,95.2,5872.0,743.0,0.631,5.87,0.61,603.0,29.0,0.21,3.83,66.2,6.85,0.922,0.606,0.79,9.67,0.53,v1,53.5,0.48,71.3,55.4,0.64,19470.0,7.44,0.738,v2,0
3.79,56015.0,25.2,3.06,20055.0,0.315,71.5,68.0,4.66,9.3,51.1,v1,0.846,77.3,4635.0,768.0,0.308,6.12,0.15,609.0,27.4,0.36,3.17,84.5,7.1,0.731,0.575,0.73,8.7,0.28,v1,61.0,0.51,59.9,70.4,0.89,81699.0,6.64,0.78,v2,0
3.77,54496.0,42.4,3.23,91275.0,0.497,79.8,72.0,4.44,8.1,50.2,v1,0.636,95.4,4286.0,798.0,0.643,5.03,0.37,811.0,27.5,0.21,3.55,93.1,7.05,0.167,0.329,0.98,9.07,0.27,v2,58.6,0.45,73.8,70.8,0.68,19518.0,7.54,0.81,v2,0
3.16,52857.0,39.7,2.36,29111.0,0.153,73.3,92.0,4.47,5.6,50.2,v2,0.687,81.4,7027.0,774.0,0.253,6.06,0.35,699.0,33.6,0.21,4.03,92.1,7.11,0.573,0.626,0.5,9.21,0.22,v2,59.4,0.55,33.1,57.7,0.89,20490.0,6.24,0.804,v2,1
3.34,53993.0,39.9,1.66,58040.0,0.154,72.2,68.0,4.53,9.4,51.4,v1,0.641,76.1,4603.0,804.0,0.24,6.14,0.45,610.0,28.4,0.29,3.99,79.9,7.89,0.492,0.383,0.94,9.06,0.62,v2,61.1,0.45,22.3,56.4,0.23,23096.0,7.08,0.763,v2,0
3.46,52177.0,45.5,1.4,58808.0,0.385,84.5,92.0,4.54,4.8,50.2,v1,0.538,77.3,5336.0,773.0,0.247,6.15,0.16,221.0,29.4,0.18,1.13,97.2,6.76,0.233,0.539,0.62,9.78,0.44,v1,61.4,0.39,71.0,68.0,0.48,34513.0,8.05,0.775,v2,1
2.11,55068.0,39.7,1.84,21226.0,0.399,71.6,69.0,4.62,3.5,53.1,v2,0.566,82.3,7413.0,797.0,0.647,3.15,0.69,600.0,27.9,0.46,2.61,75.5,6.89,0.605,0.475,0.87,9.74,0.42,v1,50.0,0.53,65.3,70.3,0.89,21242.0,6.6,0.813,v1,0
3.75,46394.0,16.0,1.83,20165.0,0.495,72.9,73.0,4.7,5.7,51.5,v1,0.649,93.0,6242.0,744.0,0.245,6.25,0.13,314.0,34.6,0.28,3.84,81.5,6.85,0.137,0.623,0.75,9.88,0.55,v2,52.5,0.49,59.6,62.3,0.77,37715.0,6.58,0.727,v1,1
3.54,53597.0,12.8,3.07,49304.0,0.316,76.7,60.0,4.68,7.3,51.4,v2,0.766,97.0,4783.0,764.0,0.724,6.36,0.38,818.0,26.4,0.15,2.38,97.5,6.77,0.67,0.613,0.8,8.82,0.55,v2,57.9,0.42,69.7,70.7,0.77,79215.0,6.59,0.753,v2,1
2.46,56116.0,47.3,0.62,93306.0,0.313,77.7,94.0,4.69,8.4,53.5,v1,0.815,67.6,5044.0,808.0,0.551,4.07,0.37,471.0,33.9,0.46,3.36,67.1,7.0,0.539,0.387,0.67,8.32,0.29,v1,58.9,0.62,20.8,59.1,0.63,21701.0,7.38,0.826,v1,0
2.26,55741.0,37.7,3.29,56856.0,0.316,75.2,58.0,4.69,9.5,52.3,v1,0.51,80.4,5781.0,800.0,0.251,4.85,0.64,820.0,24.3,0.24,3.81,86.4,6.9,0.127,0.511,0.85,9.73,0.23,v2,61.2,0.4,60.2,66.0,0.77,60927.0,6.59,0.685,v2,1
3.78,52948.0,25.6,2.52,24148.0,0.497,79.2,73.0,4.67,5.0,51.3,v2,0.497,52.1,5898.0,782.0,0.387,5.34,0.64,349.0,23.9,0.22,2.0,80.3,6.91,0.545,0.469,0.93,9.08,0.27,v2,56.4,0.39,66.1,71.1,0.88,64097.0,6.6,0.701,v3,0
3.56,55447.0,26.8,1.88,81146.0,0.316,77.1,70.0,4.47,7.8,50.9,v1,0.692,82.2,5513.0,774.0,0.238,5.88,0.23,736.0,34.2,0.26,3.52,92.0,6.88,0.253,0.334,0.9,9.13,0.49,v1,59.4,0.57,17.8,60.1,0.64,55197.0,7.27,0.716,v2,0
3.57,48924.0,48.7,2.08,55917.0,0.158,77.6,94.0,4.67,8.8,56.0,v1,0.691,80.6,6341.0,810.0,0.36,3.06,0.71,812.0,26.0,0.18,3.86,98.0,7.59,0.28,0.533,0.54,9.03,0.51,v2,59.8,0.46,34.5,60.8,0.61,16927.0,6.31,0.811,v3,0
1.92,46277.0,26.8,2.97,49777.0,0.285,77.1,55.0,4.36,5.1,50.2,v2,0.513,86.7,6359.0,758.0,0.541,6.02,0.37,549.0,27.1,0.27,1.31,82.8,6.97,0.591,0.621,0.55,9.08,0.47,v1,59.8,0.34,83.8,71.7,0.89,61243.0,6.92,0.793,v3,1
3.33,52057.0,46.6,2.93,36480.0,0.172,71.6,57.0,4.69,7.5,52.7,v2,0.677,78.4,7126.0,763.0,0.624,5.1,0.59,603.0,26.5,0.16,2.41,88.8,6.97,0.813,0.548,0.76,9.04,0.24,v1,60.2,0.4,78.9,57.1,0.78,74293.0,7.59,0.77,v3,0
3.59,50787.0,38.8,0.49,45302.0,0.147,78.0,81.0,4.51,5.6,50.2,v1,0.822,74.6,6947.0,761.0,0.647,6.37,0.51,812.0,30.2,0.23,2.12,96.7,7.32,0.138,0.623,0.78,8.29,0.61,v1,59.3,0.44,72.3,68.9,0.67,18033.0,7.34,0.762,v1,1
3.47,55857.0,14.1,1.83,57051.0,0.316,78.1,75.0,4.44,3.6,52.9,v1,0.646,84.5,6274.0,744.0,0.295,3.78,0.52,304.0,30.6,0.28,3.68,91.2,6.91,0.23,0.447,0.62,9.3,0.47,v1,60.4,0.36,74.1,72.7,0.88,78351.0,7.17,0.798,v3,0
1.87,53916.0,38.2,1.94,68487.0,0.496,79.7,71.0,4.57,4.0,52.5,v2,0.69,98.2,7168.0,759.0,0.61,4.78,0.16,657.0,33.3,0.15,3.12,89.2,7.06,0.214,0.622,0.98,9.13,0.43,v1,58.9,0.42,68.6,70.6,0.47,63543.0,7.21,0.771,v1,0
3.63,53582.0,27.7,1.99,24353.0,0.152,78.2,91.0,4.62,8.2,56.0,v2,0.661,95.8,6639.0,760.0,0.237,5.95,0.52,752.0,33.3,0.47,1.26,95.6,6.73,0.512,0.572,0.46,9.64,0.35,v1,59.8,0.47,60.1,60.7,0.77,53422.0,7.98,0.831,v1,0
3.24,56258.0,15.1,1.92,78898.0,0.367,74.8,61.0,4.7,7.8,50.2,v1,0.627,37.8,6406.0,752.0,0.601,3.65,0.48,604.0,28.9,0.22,3.67,90.1,6.73,0.695,0.491,0.93,9.03,0.35,v1,58.5,0.59,68.1,60.8,0.35,30852.0,6.6,0.802,v3,0
3.31,56323.0,41.9,1.91,23022.0,0.316,71.7,56.0,4.31,8.7,51.3,v2,0.672,82.1,5352.0,761.0,0.539,5.98,0.48,729.0,32.4,0.29,0.77,67.1,6.85,0.559,0.558,0.67,9.69,0.35,v1,61.4,0.37,22.5,54.7,0.35,76950.0,7.4,0.743,v3,1
3.67,52596.0,31.8,0.28,42808.0,0.498,72.9,94.0,4.43,3.8,53.4,v2,0.625,82.4,4156.0,741.0,0.464,3.58,0.37,794.0,24.1,0.25,2.53,93.5,6.71,0.276,0.504,0.59,9.55,0.27,v1,59.9,0.45,77.4,72.2,0.88,55111.0,7.01,0.792,v3,0
3.4,55087.0,37.0,1.06,94008.0,0.315,77.6,94.0,4.37,6.3,52.9,v1,0.864,83.0,6420.0,803.0,0.647,6.31,0.7,649.0,26.3,0.15,0.99,81.7,6.91,0.12,0.419,0.93,9.09,0.25,v1,53.6,0.56,42.9,61.2,0.23,67873.0,6.73,0.728,v2,1
3.73,53192.0,41.7,0.57,59079.0,0.17,77.9,88.0,4.62,5.2,52.7,v2,0.645,88.5,7158.0,763.0,0.515,6.36,0.16,590.0,24.1,0.17,1.78,81.0,6.88,0.144,0.624,0.78,9.1,0.62,v1,50.3,0.44,18.5,58.4,0.69,74521.0,7.19,0.73,v2,0
2.66,48765.0,42.7,0.52,32603.0,0.497,85.4,93.0,4.67,5.9,55.7,v1,0.803,96.8,6928.0,775.0,0.714,5.95,0.15,792.0,33.7,0.47,1.73,72.5,6.69,0.116,0.461,0.68,9.07,0.28,v2,56.7,0.39,70.1,56.0,0.64,20838.0,7.66,0.744,v3,0
3.57,55084.0,39.7,0.44,23935.0,0.498,72.7,89.0,4.24,9.2,54.6,v2,0.686,96.6,5960.0,804.0,0.569,6.3,0.17,367.0,26.1,0.46,0.98,78.7,6.69,0.237,0.429,0.88,9.1,0.54,v2,59.5,0.34,71.8,63.1,0.24,39988.0,7.56,0.722,v3,1
3.35,55142.0,51.4,2.32,77245.0,0.166,75.0,92.0,4.63,7.3,53.8,v2,0.687,75.2,6598.0,805.0,0.348,3.21,0.13,603.0,25.1,0.23,0.96,96.3,6.9,0.143,0.626,0.93,9.54,0.42,v2,59.9,0.44,33.9,60.5,0.63,75489.0,6.59,0.739,v3,0
3.58,53146.0,33.6,3.34,86104.0,0.497,73.0,79.0,4.68,8.9,50.9,v2,0.626,77.7,4143.0,760.0,0.682,4.87,0.65,492.0,27.4,0.45,0.85,97.5,7.06,0.333,0.624,0.9,8.94,0.26,v1,55.9,0.4,19.9,56.6,0.78,36079.0,8.58,0.741,v2,1
3.56,53783.0,35.4,0.64,24125.0,0.166,73.8,90.0,4.69,3.5,50.2,v2,0.864,76.9,4576.0,743.0,0.242,4.78,0.14,499.0,24.2,0.29,3.57,97.0,7.77,0.741,0.46,0.8,9.11,0.62,v2,61.7,0.53,60.0,58.7,0.3,58813.0,7.35,0.838,v2,0
3.87,51421.0,38.8,1.86,58742.0,0.498,79.4,70.0,4.33,8.0,50.2,v2,0.645,55.6,7361.0,765.0,0.606,5.36,0.17,815.0,24.2,0.19,0.42,68.4,8.41,0.701,0.601,0.85,9.35,0.48,v1,59.1,0.62,18.9,64.7,0.31,47721.0,6.29,0.745,v3,0
1.58,52564.0,20.3,2.12,21827.0,0.316,85.5,77.0,4.42,4.6,51.0,v1,0.684,94.6,5635.0,761.0,0.642,6.11,0.47,337.0,26.5,0.25,1.76,89.5,6.9,0.565,0.339,0.97,9.8,0.22,v1,59.1,0.55,62.8,64.6,0.31,53157.0,6.59,0.759,v3,0
3.5,51440.0,35.4,2.1,24083.0,0.493,71.1,94.0,4.5,5.6,51.5,v2,0.481,84.5,6948.0,763.0,0.427,6.2,0.7,823.0,33.5,0.16,1.04,93.8,7.19,0.119,0.366,0.92,9.16,0.43,v1,58.1,0.42,65.7,63.2,0.19,18104.0,6.58,0.742,v1,0
3.59,53134.0,51.4,2.04,93912.0,0.497,73.1,56.0,4.69,8.0,50.2,v2,0.687,93.7,6585.0,807.0,0.856,5.3,0.53,815.0,25.1,0.18,3.54,91.8,6.95,0.561,0.518,0.89,9.88,0.27,v1,59.6,0.5,44.6,60.6,0.22,15950.0,8.65,0.838,v2,0
1.84,48075.0,28.1,1.87,38485.0,0.263,74.4,74.0,4.57,7.6,50.8,v2,0.864,98.7,7397.0,804.0,0.694,4.07,0.13,746.0,28.2,0.2,0.5,92.2,7.47,0.133,0.625,0.42,9.44,0.22,v2,57.8,0.4,19.2,58.2,0.77,57045.0,6.87,0.763,v2,0
3.35,55322.0,22.6,2.96,29563.0,0.219,77.8,69.0,4.55,7.7,50.2,v2,0.864,98.5,4716.0,760.0,0.463,5.51,0.73,595.0,31.1,0.23,1.75,84.9,7.09,0.429,0.58,0.54,9.6,0.32,v2,55.8,0.45,62.4,56.7,0.4,40144.0,6.84,0.764,v3,1
3.81,49205.0,24.9,2.26,57834.0,0.279,78.1,93.0,4.24,7.9,51.7,v1,0.644,96.1,4859.0,763.0,0.237,3.08,0.15,674.0,32.5,0.27,2.04,63.3,6.71,0.169,0.503,0.95,8.36,0.38,v1,48.7,0.58,18.7,67.3,0.34,17284.0,8.63,0.84,v3,0
1.43,55768.0,15.8,2.13,23432.0,0.423,77.2,64.0,4.59,8.8,52.1,v1,0.587,95.9,6915.0,750.0,0.59,3.85,0.5,606.0,24.2,0.26,0.86,88.6,7.0,0.84,0.514,0.49,9.06,0.26,v2,61.9,0.62,74.4,60.8,0.63,79755.0,6.36,0.75,v3,0
1.27,53869.0,38.2,1.85,39069.0,0.164,72.9,58.0,4.29,7.4,55.4,v1,0.66,45.7,4255.0,764.0,0.596,6.02,0.69,366.0,24.3,0.27,3.19,63.2,8.35,0.151,0.626,0.92,9.89,0.62,v1,58.1,0.38,19.1,58.6,0.72,76447.0,8.51,0.821,v1,0
2.86,55623.0,27.0,2.09,23865.0,0.497,78.5,70.0,4.64,9.2,56.0,v2,0.864,92.8,4701.0,754.0,0.636,4.33,0.52,819.0,26.7,0.16,2.46,78.9,7.16,0.538,0.619,0.77,9.82,0.26,v1,51.7,0.39,43.9,56.1,0.79,28258.0,6.49,0.767,v2,0
3.34,53235.0,38.0,2.45,38576.0,0.166,78.9,69.0,4.67,6.7,53.4,v2,0.67,81.7,6356.0,801.0,0.756,6.17,0.69,812.0,25.7,0.15,1.73,98.0,7.91,0.652,0.507,0.91,8.63,0.29,v1,60.5,0.45,66.8,56.9,0.32,14268.0,7.41,0.737,v3,0
2.04,49930.0,51.1,1.84,24285.0,0.149,77.7,83.0,4.47,7.4,50.2,v2,0.685,74.5,5921.0,778.0,0.647,6.24,0.38,598.0,24.6,0.23,2.56,82.8,8.54,0.146,0.326,0.93,9.12,0.3,v2,60.9,0.44,19.7,57.4,0.42,82236.0,7.18,0.694,v2,0
3.45,47957.0,23.2,2.48,37088.0,0.315,78.0,68.0,4.64,8.6,50.2,v2,0.693,81.4,4953.0,810.0,0.802,6.26,0.41,821.0,24.0,0.26,1.01,98.3,8.08,0.308,0.617,0.9,9.09,0.25,v2,56.4,0.41,66.4,63.6,0.88,31887.0,6.6,0.73,v1,0
3.76,53794.0,51.1,1.11,24851.0,0.147,82.4,56.0,4.65,5.0,50.6,v2,0.68,83.0,5890.0,768.0,0.6,5.09,0.19,820.0,26.6,0.46,4.06,80.0,6.9,0.292,0.59,0.63,9.69,0.45,v1,55.0,0.4,67.8,64.3,0.87,82602.0,7.58,0.701,v1,0
3.48,51529.0,49.6,1.42,59194.0,0.172,75.7,94.0,4.68,7.5,50.4,v2,0.684,53.7,6532.0,746.0,0.818,5.45,0.68,802.0,25.8,0.26,0.93,63.8,7.38,0.237,0.475,0.6,9.08,0.6,v2,60.1,0.59,74.3,71.8,0.65,22799.0,7.39,0.831,v2,0
2.88,56640.0,22.1,1.98,35474.0,0.157,77.8,54.0,4.49,7.5,50.4,v2,0.694,38.5,7306.0,772.0,0.49,3.69,0.16,626.0,26.3,0.28,1.26,62.8,7.0,0.383,0.617,0.49,9.05,0.43,v1,59.7,0.44,40.7,61.5,0.89,46934.0,6.59,0.692,v2,0
3.77,53025.0,31.8,2.12,93302.0,0.168,78.7,81.0,4.25,8.8,54.8,v2,0.527,80.5,4998.0,806.0,0.683,6.0,0.13,689.0,31.5,0.21,4.12,78.3,7.06,0.105,0.332,0.45,9.12,0.56,v1,59.6,0.49,60.2,59.8,0.4,52623.0,6.85,0.764,v2,0
