V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,class
1.0,0.0,v6,v2,0.06,v3,1.0,1.0,v2,3.0,43698.0,v3,v1,v2,v2,0.5,337.0,33.7,v1,66.0,83.6,0.932,258.0,3.0,v2,0.0,314.0,3.0,0.936,881.0,v1,0.612,593.0,v3,4593.0,0.917,v1,v2,v1,v1,1.0,7289.0,3.0,v2,8.58,2.0,v1,v1,v4,2.0,v3,0.0,5.06,0.0,v2,v4,v1,v1,53327.0,6273.0,37.8,0.0,30.2,v4,0.0,v2,21334.0,v5,v2,6.97,1.0,6861.0,0.2,5871.0,2.0,91.0,79.0,1.0,v4,0.0,v1,3.95,v2,v1,55.2,5.58,1.0,444.0,v2,v1,1.0,v1,v2,0.0,5283.0,v4,v1,v1,v1,v2,0
1.0,0.0,v2,v4,0.36,v1,1.0,2.0,v2,3.0,72033.0,v2,v1,v3,v2,0.22,741.0,29.5,v1,35.0,80.9,0.901,228.0,3.0,v2,1.0,446.0,1.0,0.916,603.0,v1,0.618,655.0,v4,6617.0,0.376,v4,v2,v4,v2,2.0,7075.0,3.0,v3,7.44,3.0,v5,v3,v4,0.0,v5,0.0,3.85,1.0,v1,v1,v3,v1,44921.0,6296.0,86.5,0.0,29.6,v1,1.0,v1,16082.0,v4,v1,5.57,0.0,6642.0,0.35,3137.0,1.0,87.0,84.5,2.0,v2,1.0,v2,6.73,v3,v2,46.0,4.34,3.0,903.0,v2,v3,1.0,v1,v1,0.0,5102.0,v5,v3,v2,v1,v2,1
0.0,4.0,v4,v2,0.05,v1,0.0,0.0,v4,3.0,35535.0,v1,v2,v1,v3,0.29,741.0,29.2,v1,27.0,69.4,0.942,188.0,3.0,v3,0.0,331.0,4.0,0.931,749.0,v2,0.613,599.0,v1,6279.0,0.133,v1,v3,v3,v1,2.0,5392.0,3.0,v2,7.39,1.0,v4,v3,v4,2.0,v2,0.0,4.71,0.0,v5,v3,v2,v2,65664.0,6343.0,28.9,1.0,32.7,v2,0.0,v2,19147.0,v2,v4,5.57,1.0,6324.0,0.31,5387.0,2.0,74.0,79.7,3.0,v5,0.0,v2,5.44,v1,v1,48.0,7.81,3.0,579.0,v5,v3,2.0,v2,v2,0.0,5484.0,v5,v1,v4,v2,v2,0
0.0,2.0,v2,v1,0.21,v1,1.0,2.0,v4,3.0,71939.0,v2,v2,v4,v6,0.48,879.0,33.3,v2,58.0,81.8,0.873,253.0,1.0,v2,1.0,312.0,1.0,0.914,707.0,v2,0.584,623.0,v5,4043.0,0.329,v2,v2,v2,v1,2.0,5428.0,2.0,v4,7.65,2.0,v4,v2,v6,0.0,v3,0.0,4.98,1.0,v1,v1,v2,v3,52344.0,6164.0,48.0,1.0,60.3,v3,2.0,v1,18059.0,v1,v2,7.52,0.0,6911.0,0.49,6170.0,2.0,68.0,79.3,3.0,v2,1.0,v4,5.36,v3,v1,43.8,6.52,1.0,740.0,v1,v2,2.0,v1,v2,1.0,5833.0,v4,v2,v6,v2,v3,1
0.0,4.0,v2,v2,0.34,v3,0.0,2.0,v2,3.0,71940.0,v1,v1,v4,v3,0.13,341.0,33.3,v1,42.0,80.4,0.938,207.0,0.0,v2,0.0,290.0,4.0,0.943,566.0,v1,0.642,625.0,v3,5261.0,0.162,v1,v1,v2,v1,1.0,6247.0,3.0,v4,7.47,0.0,v2,v2,v1,2.0,v1,3.0,3.68,0.0,v1,v5,v2,v2,54355.0,5881.0,74.2,0.0,37.1,v4,1.0,v1,16076.0,v5,v1,7.47,2.0,5778.0,0.43,5282.0,0.0,68.0,79.6,5.0,v1,1.0,v2,4.06,v2,v1,45.1,7.89,0.0,777.0,v3,v3,1.0,v2,v2,1.0,5132.0,v4,v1,v1,v2,v5,1
0.0,4.0,v3,v2,0.21,v3,1.0,0.0,v2,0.0,54889.0,v2,v1,v2,v2,0.47,896.0,34.7,v2,50.0,84.3,0.931,239.0,2.0,v3,1.0,322.0,2.0,0.914,761.0,v2,0.446,637.0,v1,6467.0,0.399,v5,v4,v5,v2,3.0,6400.0,3.0,v5,7.94,0.0,v1,v2,v2,2.0,v4,0.0,6.44,0.0,v5,v1,v1,v3,50423.0,6039.0,45.5,0.0,29.3,v4,1.0,v2,18079.0,v1,v2,7.24,0.0,6817.0,0.71,3247.0,0.0,90.0,82.7,3.0,v1,1.0,v2,6.31,v3,v2,44.8,4.41,1.0,559.0,v5,v2,1.0,v1,v2,1.0,5566.0,v5,v3,v6,v2,v1,1
1.0,4.0,v1,v4,0.49,v2,1.0,3.0,v1,1.0,40906.0,v2,v2,v1,v3,0.47,858.0,37.2,v2,50.0,72.1,0.84,266.0,2.0,v4,0.0,303.0,3.0,0.909,881.0,v2,0.649,636.0,v5,6292.0,0.478,v4,v4,v3,v2,0.0,6232.0,0.0,v3,7.75,0.0,v2,v2,v6,0.0,v2,0.0,6.74,1.0,v5,v3,v3,v3,58995.0,5736.0,33.8,1.0,61.3,v4,0.0,v1,17013.0,v3,v4,6.66,3.0,6087.0,0.48,5310.0,2.0,68.0,79.6,0.0,v2,0.0,v3,6.36,v1,v2,50.9,4.48,2.0,550.0,v4,v3,0.0,v2,v1,0.0,5904.0,v1,v1,v3,v2,v3,0
1.0,2.0,v5,v4,0.05,v1,1.0,3.0,v3,0.0,72090.0,v1,v1,v4,v3,0.51,440.0,33.0,v1,51.0,84.6,0.953,251.0,4.0,v3,0.0,466.0,0.0,0.91,709.0,v1,0.454,653.0,v4,5300.0,0.393,v5,v2,v1,v2,3.0,5955.0,3.0,v1,7.49,3.0,v3,v1,v4,1.0,v5,2.0,5.6,0.0,v1,v5,v1,v2,53261.0,6457.0,51.1,0.0,37.0,v4,1.0,v1,20019.0,v5,v2,5.58,3.0,6163.0,0.39,2771.0,2.0,71.0,79.4,4.0,v3,0.0,v1,3.63,v2,v1,43.9,3.45,2.0,656.0,v6,v2,2.0,v2,v2,1.0,5948.0,v4,v1,v4,v2,v1,0
1.0,2.0,v5,v4,0.21,v3,1.0,1.0,v2,2.0,42142.0,v2,v1,v5,v2,0.09,318.0,31.3,v2,61.0,81.3,0.851,275.0,2.0,v1,1.0,446.0,2.0,0.937,549.0,v1,0.619,653.0,v1,6473.0,0.586,v5,v4,v2,v1,0.0,6248.0,0.0,v1,7.61,1.0,v5,v2,v5,1.0,v3,2.0,4.56,1.0,v3,v2,v1,v2,54638.0,6112.0,48.8,1.0,53.4,v1,1.0,v1,20308.0,v4,v1,6.7,2.0,6222.0,0.57,6178.0,2.0,89.0,79.8,3.0,v2,1.0,v4,6.36,v1,v2,57.8,4.57,0.0,440.0,v1,v1,0.0,v1,v1,0.0,5676.0,v1,v3,v3,v2,v2,0
1.0,1.0,v5,v4,0.48,v2,0.0,1.0,v3,3.0,40968.0,v1,v2,v4,v5,0.28,425.0,30.9,v2,27.0,67.8,0.837,282.0,0.0,v2,0.0,285.0,0.0,0.915,878.0,v2,0.601,652.0,v5,5020.0,0.138,v4,v2,v3,v1,1.0,6178.0,0.0,v4,7.86,3.0,v2,v1,v4,1.0,v4,2.0,5.31,1.0,v5,v2,v1,v1,53983.0,6273.0,37.4,0.0,61.2,v2,1.0,v1,16480.0,v4,v4,6.3,0.0,6860.0,0.67,3036.0,1.0,68.0,79.4,1.0,v1,0.0,v1,3.63,v2,v2,49.3,4.98,2.0,493.0,v4,v3,0.0,v2,v1,1.0,5362.0,v1,v2,v5,v2,v5,0
0.0,1.0,v3,v2,0.38,v2,0.0,1.0,v2,0.0,71931.0,v3,v1,v5,v6,0.39,901.0,32.7,v1,45.0,67.2,0.906,241.0,4.0,v2,1.0,410.0,4.0,0.939,881.0,v1,0.597,596.0,v3,5032.0,0.149,v1,v2,v2,v2,3.0,6243.0,4.0,v5,7.91,0.0,v2,v2,v5,0.0,v2,1.0,4.01,0.0,v2,v1,v1,v1,42716.0,6455.0,13.5,0.0,38.3,v1,2.0,v1,18430.0,v1,v4,6.83,3.0,6121.0,0.15,3459.0,2.0,82.0,82.7,5.0,v1,0.0,v4,6.5,v1,v1,45.1,6.54,3.0,386.0,v4,v2,0.0,v2,v1,0.0,5920.0,v3,v3,v6,v1,v3,0
0.0,4.0,v3,v4,0.41,v3,0.0,2.0,v4,3.0,31271.0,v2,v2,v3,v3,0.3,808.0,30.9,v1,61.0,68.8,0.957,250.0,4.0,v1,0.0,334.0,3.0,0.936,664.0,v2,0.477,622.0,v1,4778.0,0.602,v1,v2,v5,v2,0.0,5450.0,2.0,v4,7.64,3.0,v5,v1,v2,2.0,v2,1.0,6.93,0.0,v2,v3,v3,v2,65656.0,6328.0,17.2,0.0,60.1,v3,0.0,v2,18908.0,v3,v2,7.12,3.0,7340.0,0.73,2355.0,1.0,72.0,83.6,0.0,v4,0.0,v4,3.7,v1,v2,44.9,5.19,2.0,482.0,v5,v3,1.0,v1,v1,0.0,5874.0,v1,v3,v1,v1,v5,1
1.0,4.0,v4,v2,0.45,v3,1.0,1.0,v3,1.0,32111.0,v1,v2,v4,v1,0.21,361.0,26.4,v2,29.0,79.9,0.85,191.0,1.0,v3,0.0,359.0,0.0,0.941,695.0,v1,0.458,645.0,v3,6662.0,0.521,v3,v3,v5,v2,2.0,6079.0,0.0,v5,8.5,0.0,v2,v3,v6,2.0,v2,0.0,3.91,1.0,v3,v2,v1,v3,54344.0,5679.0,51.6,0.0,51.7,v4,2.0,v2,21825.0,v4,v2,5.57,0.0,6013.0,0.36,3561.0,2.0,68.0,79.4,3.0,v2,1.0,v4,4.12,v1,v1,45.0,4.6,2.0,457.0,v5,v1,2.0,v2,v1,1.0,5528.0,v1,v3,v4,v1,v1,0
1.0,2.0,v3,v1,0.23,v2,1.0,2.0,v2,1.0,31130.0,v1,v1,v3,v2,0.57,452.0,27.8,v1,48.0,75.8,0.899,284.0,3.0,v2,1.0,433.0,0.0,0.925,548.0,v1,0.647,597.0,v3,6148.0,0.319,v1,v4,v4,v2,3.0,5509.0,3.0,v5,7.29,3.0,v5,v1,v2,2.0,v3,2.0,5.01,0.0,v1,v5,v2,v1,73041.0,6429.0,66.3,1.0,61.2,v1,0.0,v1,21075.0,v2,v4,6.81,3.0,6544.0,0.55,2819.0,1.0,79.0,79.0,5.0,v2,0.0,v4,3.38,v2,v1,47.6,4.26,3.0,432.0,v6,v1,1.0,v1,v1,0.0,5530.0,v3,v3,v5,v2,v4,1
0.0,2.0,v5,v1,0.04,v2,0.0,1.0,v1,2.0,62131.0,v1,v2,v3,v1,0.57,809.0,35.5,v2,42.0,73.3,0.929,271.0,3.0,v1,1.0,426.0,0.0,0.919,865.0,v1,0.628,601.0,v3,5294.0,0.662,v5,v1,v2,v2,1.0,6201.0,0.0,v1,7.68,3.0,v4,v1,v5,1.0,v1,1.0,7.38,0.0,v2,v3,v1,v2,44902.0,5890.0,67.4,1.0,34.3,v3,0.0,v1,20786.0,v1,v1,5.59,0.0,7058.0,0.33,2978.0,0.0,75.0,79.4,2.0,v2,1.0,v2,6.77,v2,v2,44.2,6.05,1.0,888.0,v5,v2,0.0,v2,v2,0.0,5732.0,v2,v3,v4,v1,v4,1
1.0,2.0,v6,v4,0.05,v1,1.0,3.0,v3,1.0,72075.0,v2,v1,v3,v5,0.32,898.0,37.1,v1,29.0,77.5,0.861,264.0,2.0,v1,0.0,462.0,1.0,0.939,558.0,v1,0.605,655.0,v1,6339.0,0.542,v5,v4,v2,v2,1.0,5740.0,3.0,v5,8.01,2.0,v4,v1,v1,0.0,v4,1.0,4.65,1.0,v4,v3,v3,v1,53408.0,6416.0,79.2,0.0,41.5,v3,0.0,v1,16407.0,v2,v1,6.64,2.0,7053.0,0.15,2801.0,0.0,87.0,79.6,0.0,v4,0.0,v1,3.8,v3,v2,47.3,7.73,2.0,404.0,v1,v3,2.0,v1,v1,1.0,5142.0,v2,v2,v3,v2,v2,0
0.0,3.0,v4,v4,0.31,v3,0.0,3.0,v4,3.0,81649.0,v3,v2,v5,v3,0.39,839.0,35.4,v2,36.0,69.8,0.848,276.0,2.0,v2,1.0,353.0,3.0,0.909,701.0,v1,0.557,659.0,v4,6193.0,0.494,v5,v2,v5,v2,1.0,6150.0,1.0,v3,7.41,3.0,v5,v2,v3,0.0,v5,0.0,5.36,0.0,v4,v2,v3,v3,45131.0,6966.0,14.9,0.0,31.3,v5,1.0,v1,20222.0,v3,v1,5.57,2.0,6634.0,0.15,2768.0,2.0,69.0,79.3,1.0,v4,0.0,v3,3.98,v3,v2,45.6,6.81,0.0,460.0,v1,v1,1.0,v2,v1,0.0,5632.0,v2,v2,v2,v1,v5,0
1.0,0.0,v5,v1,0.32,v1,1.0,0.0,v4,2.0,42611.0,v3,v1,v2,v3,0.21,796.0,33.5,v1,52.0,70.2,0.872,277.0,4.0,v4,1.0,485.0,0.0,0.943,868.0,v1,0.583,653.0,v6,5061.0,0.254,v4,v2,v4,v2,2.0,5908.0,4.0,v3,7.7,0.0,v6,v3,v3,0.0,v2,1.0,3.91,0.0,v5,v5,v3,v1,70918.0,6320.0,40.7,1.0,30.6,v4,0.0,v1,19374.0,v5,v1,6.96,1.0,6382.0,0.63,3451.0,0.0,68.0,79.2,4.0,v3,0.0,v2,6.5,v2,v1,60.5,7.94,1.0,797.0,v3,v3,0.0,v1,v1,0.0,6063.0,v3,v2,v2,v1,v5,1
1.0,2.0,v6,v3,0.49,v2,1.0,3.0,v4,3.0,94089.0,v3,v2,v1,v3,0.17,824.0,33.5,v1,33.0,69.9,0.833,230.0,1.0,v2,1.0,371.0,3.0,0.909,578.0,v1,0.633,649.0,v6,5916.0,0.171,v1,v1,v1,v2,2.0,6271.0,2.0,v5,7.38,3.0,v5,v1,v1,1.0,v3,3.0,6.91,0.0,v5,v2,v1,v2,53506.0,6433.0,45.4,0.0,49.4,v4,0.0,v1,16814.0,v1,v3,6.97,2.0,6926.0,0.21,2993.0,1.0,86.0,79.7,5.0,v2,1.0,v3,6.94,v3,v1,47.3,8.01,2.0,452.0,v4,v1,0.0,v1,v1,0.0,5264.0,v3,v3,v4,v2,v2,1
1.0,2.0,v2,v3,0.43,v2,1.0,2.0,v1,1.0,47561.0,v1,v1,v4,v4,0.25,758.0,33.3,v1,50.0,73.1,0.829,269.0,2.0,v3,1.0,334.0,0.0,0.943,621.0,v1,0.614,658.0,v4,6591.0,0.527,v3,v3,v5,v1,2.0,6375.0,2.0,v2,7.52,3.0,v5,v2,v6,2.0,v1,0.0,6.83,0.0,v3,v3,v2,v2,53941.0,6728.0,50.8,1.0,60.2,v5,1.0,v1,17048.0,v5,v4,5.57,1.0,7156.0,0.57,3002.0,1.0,68.0,79.5,5.0,v1,1.0,v4,4.53,v3,v2,45.8,3.95,2.0,891.0,v2,v2,1.0,v2,v1,0.0,5162.0,v4,v2,v3,v2,v1,1
0.0,4.0,v5,v3,0.26,v2,0.0,2.0,v1,2.0,37828.0,v1,v1,v4,v1,0.55,517.0,37.1,v2,38.0,73.6,0.885,237.0,4.0,v3,1.0,441.0,1.0,0.929,610.0,v2,0.492,604.0,v3,5148.0,0.461,v2,v2,v1,v2,1.0,6105.0,1.0,v2,8.76,3.0,v2,v1,v4,2.0,v2,2.0,7.26,0.0,v5,v4,v1,v1,64149.0,5776.0,33.3,0.0,37.5,v1,0.0,v2,19887.0,v5,v2,6.84,2.0,6976.0,0.7,5695.0,1.0,67.0,79.0,0.0,v1,0.0,v4,3.64,v3,v2,55.6,3.93,3.0,463.0,v1,v3,1.0,v1,v2,1.0,5331.0,v1,v2,v4,v2,v4,0
0.0,0.0,v3,v3,0.48,v1,0.0,2.0,v4,2.0,30698.0,v3,v1,v3,v4,0.33,362.0,37.2,v2,45.0,66.6,0.917,250.0,3.0,v3,1.0,396.0,1.0,0.923,838.0,v2,0.612,659.0,v4,4619.0,0.252,v5,v4,v1,v1,0.0,5437.0,4.0,v1,7.6,3.0,v2,v1,v5,1.0,v3,0.0,3.68,0.0,v3,v3,v2,v1,54544.0,5680.0,45.3,0.0,53.0,v2,1.0,v1,20022.0,v2,v1,6.98,2.0,6713.0,0.58,7863.0,1.0,67.0,79.1,3.0,v4,0.0,v4,5.16,v1,v2,45.9,7.49,1.0,426.0,v3,v2,1.0,v2,v2,0.0,5053.0,v2,v1,v3,v2,v1,1
0.0,4.0,v6,v2,0.05,v3,0.0,1.0,v1,1.0,34038.0,v3,v1,v2,v3,0.53,441.0,33.4,v2,32.0,76.6,0.919,285.0,0.0,v3,1.0,281.0,4.0,0.936,796.0,v1,0.596,631.0,v1,5248.0,0.587,v4,v2,v4,v1,3.0,6796.0,2.0,v2,8.3,0.0,v5,v2,v5,1.0,v5,1.0,3.71,1.0,v1,v3,v1,v2,62969.0,6352.0,47.5,1.0,31.7,v4,2.0,v2,17846.0,v3,v3,5.58,2.0,6127.0,0.54,2601.0,1.0,70.0,81.3,5.0,v3,1.0,v4,4.06,v3,v1,43.8,7.96,1.0,491.0,v3,v1,0.0,v2,v2,1.0,5555.0,v4,v3,v5,v2,v5,1
0.0,4.0,v4,v4,0.45,v1,0.0,1.0,v1,0.0,56758.0,v2,v2,v4,v2,0.49,899.0,34.1,v1,37.0,67.3,0.922,247.0,4.0,v1,0.0,388.0,1.0,0.922,556.0,v2,0.537,649.0,v4,6633.0,0.269,v3,v3,v2,v1,3.0,6118.0,2.0,v1,7.32,0.0,v5,v3,v4,1.0,v5,1.0,4.99,1.0,v5,v3,v1,v1,59284.0,6520.0,47.3,0.0,29.8,v3,0.0,v1,19995.0,v4,v2,6.58,2.0,6852.0,0.5,4591.0,0.0,83.0,79.3,3.0,v5,1.0,v4,6.32,v3,v2,56.1,4.54,3.0,725.0,v5,v1,1.0,v2,v2,0.0,5196.0,v2,v1,v3,v1,v4,0
0.0,1.0,v6,v3,0.08,v2,1.0,0.0,v1,0.0,71917.0,v1,v1,v2,v2,0.27,904.0,33.3,v1,57.0,70.8,0.958,185.0,1.0,v2,1.0,397.0,4.0,0.93,712.0,v1,0.533,657.0,v3,5631.0,0.796,v2,v1,v1,v1,2.0,5610.0,4.0,v3,7.67,3.0,v6,v1,v6,1.0,v1,2.0,5.13,0.0,v2,v1,v1,v2,40729.0,6890.0,35.7,1.0,61.3,v3,1.0,v1,20224.0,v3,v4,5.57,0.0,5810.0,0.53,7861.0,0.0,79.0,80.8,0.0,v1,0.0,v2,4.11,v2,v2,47.5,3.52,0.0,439.0,v6,v3,0.0,v1,v1,0.0,5853.0,v5,v1,v1,v1,v4,1
0.0,2.0,v4,v2,0.44,v3,1.0,2.0,v1,2.0,60657.0,v2,v1,v3,v2,0.35,883.0,30.2,v1,48.0,82.5,0.897,265.0,1.0,v4,0.0,430.0,2.0,0.936,678.0,v1,0.656,658.0,v2,5999.0,0.525,v3,v2,v2,v1,0.0,6387.0,0.0,v5,7.34,0.0,v4,v3,v3,1.0,v5,3.0,6.06,0.0,v5,v3,v1,v2,54725.0,6283.0,45.6,1.0,55.2,v3,1.0,v1,18408.0,v3,v4,5.57,1.0,5883.0,0.51,6023.0,1.0,66.0,81.8,1.0,v5,0.0,v4,3.68,v1,v2,44.7,3.62,1.0,473.0,v3,v2,2.0,v1,v2,1.0,5397.0,v4,v1,v2,v1,v2,0
1.0,3.0,v6,v4,0.26,v2,1.0,1.0,v1,0.0,36672.0,v3,v1,v4,v3,0.39,512.0,29.2,v2,45.0,66.6,0.948,270.0,0.0,v1,1.0,403.0,3.0,0.936,881.0,v1,0.615,599.0,v3,5127.0,0.153,v1,v3,v4,v2,2.0,7358.0,1.0,v1,7.38,3.0,v1,v2,v4,1.0,v2,2.0,3.75,0.0,v3,v4,v1,v2,63533.0,6352.0,86.5,1.0,29.0,v1,0.0,v1,19690.0,v4,v4,5.57,1.0,6352.0,0.72,2616.0,2.0,65.0,79.2,5.0,v3,1.0,v3,3.36,v1,v1,63.2,5.65,0.0,366.0,v4,v2,2.0,v1,v1,0.0,5740.0,v1,v2,v4,v2,v2,1
0.0,1.0,v5,v3,0.35,v2,1.0,1.0,v3,1.0,41600.0,v1,v1,v2,v2,0.49,877.0,33.0,v1,50.0,84.6,0.804,196.0,2.0,v3,0.0,403.0,4.0,0.931,830.0,v1,0.653,648.0,v6,5032.0,0.554,v2,v1,v5,v2,1.0,6246.0,3.0,v2,7.61,0.0,v5,v3,v4,1.0,v5,0.0,4.34,0.0,v4,v2,v2,v2,55378.0,6376.0,77.9,0.0,60.6,v5,1.0,v1,22439.0,v1,v1,7.43,1.0,6453.0,0.15,4719.0,2.0,90.0,80.9,2.0,v1,1.0,v3,3.76,v3,v2,46.5,3.74,3.0,467.0,v3,v1,0.0,v2,v1,0.0,5167.0,v4,v2,v2,v2,v5,1
1.0,2.0,v6,v3,0.04,v2,0.0,1.0,v1,0.0,72023.0,v3,v1,v2,v2,0.48,310.0,37.2,v2,44.0,77.7,0.826,206.0,2.0,v1,0.0,464.0,2.0,0.916,829.0,v1,0.613,648.0,v2,4614.0,0.693,v3,v1,v1,v2,2.0,6402.0,1.0,v4,8.52,0.0,v1,v2,v2,1.0,v5,3.0,6.28,1.0,v4,v3,v1,v2,72089.0,6415.0,51.2,0.0,51.7,v5,2.0,v1,15765.0,v5,v1,7.42,1.0,7360.0,0.5,4702.0,2.0,71.0,82.0,5.0,v1,1.0,v3,6.8,v3,v2,45.3,3.59,0.0,451.0,v5,v2,0.0,v2,v1,1.0,5285.0,v4,v1,v6,v1,v5,0
0.0,1.0,v2,v4,0.39,v2,1.0,2.0,v2,3.0,39496.0,v1,v1,v3,v4,0.25,346.0,36.3,v1,59.0,80.2,0.944,253.0,3.0,v2,1.0,448.0,2.0,0.933,876.0,v1,0.567,646.0,v1,4056.0,0.927,v5,v4,v1,v2,2.0,7270.0,3.0,v1,8.54,3.0,v6,v3,v6,2.0,v2,0.0,5.71,0.0,v3,v4,v1,v3,65051.0,6940.0,17.3,1.0,31.4,v4,0.0,v1,16106.0,v2,v2,5.57,2.0,6826.0,0.63,2489.0,2.0,78.0,80.8,1.0,v4,1.0,v4,4.25,v3,v2,45.6,7.87,3.0,655.0,v4,v3,1.0,v2,v2,0.0,5144.0,v5,v3,v6,v1,v1,0
0.0,0.0,v3,v2,0.15,v2,0.0,1.0,v4,3.0,40421.0,v2,v2,v5,v2,0.26,903.0,29.4,v2,59.0,79.9,0.909,257.0,1.0,v3,1.0,360.0,3.0,0.909,753.0,v1,0.462,633.0,v6,6459.0,0.772,v4,v1,v5,v2,3.0,6400.0,0.0,v2,8.22,3.0,v4,v2,v4,0.0,v3,1.0,7.19,1.0,v1,v4,v1,v2,54439.0,5869.0,49.2,1.0,60.3,v4,2.0,v2,20333.0,v4,v1,7.36,0.0,6852.0,0.68,7210.0,2.0,92.0,81.3,2.0,v4,1.0,v4,5.44,v1,v1,62.9,7.79,2.0,461.0,v1,v1,0.0,v1,v2,0.0,5869.0,v4,v3,v3,v1,v1,0
1.0,2.0,v6,v3,0.23,v2,0.0,1.0,v2,3.0,85535.0,v1,v2,v3,v4,0.27,596.0,33.3,v2,34.0,71.8,0.828,255.0,4.0,v4,1.0,334.0,1.0,0.93,854.0,v2,0.637,656.0,v4,4367.0,0.549,v4,v2,v2,v1,1.0,6401.0,3.0,v1,7.27,3.0,v2,v2,v5,1.0,v3,3.0,6.58,0.0,v1,v1,v1,v3,49519.0,6270.0,85.8,1.0,34.3,v5,2.0,v1,19946.0,v5,v4,6.63,0.0,6974.0,0.31,2577.0,1.0,79.0,83.3,5.0,v5,1.0,v3,5.27,v3,v1,45.3,7.62,1.0,472.0,v5,v3,2.0,v2,v2,1.0,5181.0,v4,v1,v1,v2,v2,0
0.0,1.0,v1,v3,0.4,v1,1.0,1.0,v4,1.0,79247.0,v2,v1,v3,v3,0.25,766.0,33.4,v1,40.0,77.6,0.813,236.0,3.0,v4,1.0,468.0,0.0,0.941,857.0,v1,0.62,593.0,v3,3998.0,0.363,v1,v4,v1,v2,1.0,6364.0,1.0,v2,7.8,1.0,v1,v2,v6,1.0,v5,2.0,6.37,1.0,v1,v4,v2,v1,52434.0,6890.0,25.8,0.0,30.7,v5,1.0,v1,20161.0,v2,v3,6.62,2.0,6585.0,0.15,3679.0,1.0,80.0,79.4,3.0,v5,0.0,v3,5.07,v3,v1,46.4,3.57,2.0,663.0,v2,v2,1.0,v1,v2,1.0,6084.0,v1,v2,v6,v2,v1,0
0.0,1.0,v6,v1,0.48,v1,1.0,3.0,v3,2.0,35411.0,v3,v2,v3,v4,0.3,876.0,32.1,v1,47.0,81.9,0.943,226.0,3.0,v4,0.0,473.0,4.0,0.935,780.0,v1,0.667,652.0,v4,5298.0,0.538,v5,v2,v3,v1,2.0,6401.0,2.0,v3,8.3,0.0,v2,v1,v6,0.0,v2,1.0,6.96,0.0,v3,v2,v3,v1,52882.0,6352.0,41.6,0.0,52.7,v3,2.0,v2,17676.0,v3,v1,6.96,3.0,7342.0,0.15,7025.0,0.0,62.0,84.1,5.0,v4,0.0,v1,5.44,v1,v2,45.7,4.41,3.0,414.0,v2,v1,1.0,v2,v2,1.0,5174.0,v4,v1,v5,v1,v2,1
1.0,0.0,v5,v3,0.04,v3,1.0,1.0,v3,2.0,83693.0,v1,v2,v2,v4,0.25,801.0,35.6,v2,53.0,68.6,0.868,238.0,2.0,v3,1.0,449.0,1.0,0.919,666.0,v1,0.576,649.0,v4,4038.0,0.172,v5,v4,v1,v2,2.0,6399.0,4.0,v4,8.4,3.0,v6,v2,v4,2.0,v4,1.0,6.69,0.0,v5,v4,v3,v2,53932.0,6186.0,50.6,1.0,60.2,v4,2.0,v2,22281.0,v5,v4,6.72,3.0,7349.0,0.61,2878.0,1.0,68.0,81.5,3.0,v4,1.0,v1,5.79,v2,v2,44.6,7.41,0.0,456.0,v4,v2,1.0,v2,v2,1.0,5657.0,v5,v2,v3,v1,v1,0
0.0,2.0,v1,v1,0.49,v3,0.0,1.0,v1,1.0,46148.0,v2,v2,v1,v5,0.48,827.0,37.2,v2,49.0,76.7,0.928,246.0,1.0,v4,1.0,405.0,0.0,0.923,867.0,v2,0.6,646.0,v6,6499.0,0.867,v3,v1,v5,v1,1.0,7380.0,1.0,v1,7.64,1.0,v1,v2,v3,0.0,v4,1.0,5.7,0.0,v2,v1,v3,v2,53408.0,6979.0,63.8,0.0,49.2,v5,2.0,v2,18427.0,v5,v4,7.0,3.0,6192.0,0.43,6085.0,0.0,64.0,79.3,4.0,v1,1.0,v1,5.74,v2,v1,44.6,4.27,3.0,513.0,v2,v1,0.0,v2,v2,0.0,5118.0,v2,v2,v2,v1,v1,0
1.0,3.0,v2,v1,0.36,v3,1.0,1.0,v4,3.0,35646.0,v1,v1,v4,v5,0.53,643.0,33.4,v1,51.0,67.9,0.937,268.0,1.0,v4,0.0,468.0,2.0,0.933,877.0,v1,0.615,617.0,v6,4008.0,0.573,v1,v4,v3,v2,3.0,7096.0,0.0,v3,8.72,1.0,v2,v1,v2,1.0,v1,3.0,4.91,1.0,v2,v1,v2,v3,65210.0,6801.0,64.3,0.0,61.0,v1,0.0,v2,22078.0,v1,v2,5.58,3.0,6897.0,0.15,2713.0,2.0,93.0,79.3,1.0,v5,1.0,v3,3.62,v2,v1,54.3,7.58,3.0,440.0,v4,v1,2.0,v1,v1,0.0,5094.0,v3,v1,v5,v1,v1,0
