V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,class
3.54,54439.0,39.0,0.85,96532.0,0.349,78.2,68.0,4.7,8.3,53.5,v2,0.644,82.4,6252.0,763.0,0.241,5.9,0.53,603.0,29.1,0.21,3.76,69.7,7.44,0.67,0.618,0.82,8.25,0.62,v1,59.6,0.63,88.9,55.1,0.84,26360.0,6.27,0.825,v1,1
2.07,53619.0,28.1,0.82,22759.0,0.154,77.1,71.0,4.3,8.0,52.6,v2,0.864,54.3,7149.0,806.0,0.643,5.9,0.28,562.0,25.2,0.37,3.85,92.8,7.27,0.395,0.554,0.96,9.08,0.25,v1,61.2,0.51,27.8,57.0,0.59,31501.0,7.08,0.833,v1,0
3.66,55912.0,51.0,2.71,58139.0,0.435,73.5,71.0,4.64,4.4,51.3,v1,0.645,95.7,4761.0,762.0,0.239,4.29,0.41,345.0,25.0,0.2,3.46,91.0,7.11,0.281,0.497,0.9,9.13,0.55,v1,59.3,0.47,21.8,59.0,0.73,21090.0,6.25,0.738,v1,0
2.86,56264.0,42.6,0.8,74453.0,0.315,78.4,64.0,4.64,3.6,50.2,v1,0.687,84.0,4910.0,760.0,0.646,5.97,0.69,606.0,33.4,0.44,2.39,87.3,6.95,0.218,0.443,0.64,9.05,0.29,v1,53.2,0.54,18.6,57.3,0.29,19630.0,6.91,0.763,v3,0
2.48,51896.0,34.9,1.84,48630.0,0.155,82.5,79.0,4.44,9.0,50.9,v2,0.604,77.2,6743.0,806.0,0.664,5.95,0.54,332.0,30.4,0.26,2.74,92.1,6.9,0.123,0.622,0.48,9.47,0.62,v2,58.7,0.34,21.9,65.6,0.63,48041.0,7.15,0.72,v3,0
3.28,52803.0,34.4,1.73,24160.0,0.316,79.6,74.0,4.66,3.5,50.2,v1,0.652,80.9,7064.0,800.0,0.49,4.91,0.65,699.0,34.1,0.25,1.17,85.6,6.88,0.539,0.369,0.54,9.34,0.27,v1,60.2,0.36,22.5,66.4,0.89,57292.0,7.94,0.826,v2,0
2.5,49249.0,15.6,3.16,82322.0,0.153,77.1,89.0,4.36,5.9,53.3,v1,0.846,79.6,6322.0,762.0,0.648,5.94,0.37,317.0,31.3,0.18,1.95,95.5,7.92,0.284,0.49,0.73,9.37,0.27,v2,55.4,0.46,19.5,58.5,0.63,16926.0,6.78,0.838,v2,1
3.8,49571.0,51.1,1.83,88358.0,0.294,71.7,87.0,4.55,7.2,51.2,v2,0.651,80.4,5545.0,805.0,0.247,4.66,0.37,823.0,31.3,0.26,1.64,74.2,8.68,0.482,0.508,0.83,8.22,0.44,v1,60.1,0.43,28.5,71.1,0.18,51569.0,7.42,0.779,v3,0
2.19,52460.0,39.9,0.44,20358.0,0.149,73.0,59.0,4.24,9.1,50.3,v2,0.601,53.9,6693.0,760.0,0.465,5.41,0.42,738.0,27.5,0.47,3.53,94.8,7.04,0.109,0.625,0.9,9.78,0.23,v1,53.8,0.52,21.9,62.7,0.63,42388.0,6.97,0.825,v3,1
3.41,46744.0,44.8,0.43,93096.0,0.316,76.3,68.0,4.46,9.5,53.3,v1,0.73,74.2,6406.0,761.0,0.648,3.99,0.37,244.0,29.9,0.17,1.08,95.8,7.13,0.819,0.346,0.9,9.03,0.24,v2,58.2,0.62,24.7,63.4,0.64,74655.0,6.95,0.763,v2,0
3.65,46914.0,15.7,1.85,58071.0,0.492,81.7,94.0,4.37,9.0,50.2,v2,0.738,89.1,6509.0,785.0,0.24,4.82,0.71,740.0,25.2,0.15,3.95,81.5,6.95,0.116,0.571,0.54,9.63,0.42,v2,50.9,0.61,67.2,70.8,0.79,52498.0,7.53,0.722,v3,0
3.41,55270.0,48.5,1.84,29871.0,0.165,71.7,80.0,4.45,5.2,54.0,v1,0.69,90.9,6960.0,806.0,0.244,4.02,0.33,633.0,32.9,0.28,3.87,78.7,8.45,0.222,0.325,0.46,9.5,0.38,v2,59.4,0.35,27.2,59.7,0.49,85604.0,6.48,0.735,v1,1
3.71,50863.0,12.0,2.37,59891.0,0.498,77.9,88.0,4.7,4.8,50.3,v2,0.668,86.3,5529.0,745.0,0.596,5.62,0.5,265.0,32.6,0.23,0.41,98.0,7.93,0.251,0.514,0.59,8.95,0.62,v1,55.2,0.45,26.4,58.6,0.53,87163.0,6.6,0.757,v3,0
2.72,49746.0,40.0,3.35,19336.0,0.496,73.1,84.0,4.28,7.0,52.3,v2,0.65,78.4,6398.0,771.0,0.609,5.67,0.17,789.0,25.1,0.24,2.73,81.7,6.86,0.112,0.371,0.64,8.97,0.39,v1,47.4,0.48,79.5,64.2,0.41,58343.0,6.47,0.74,v2,1
3.48,52967.0,36.6,1.95,23959.0,0.315,77.7,87.0,4.67,9.4,50.2,v2,0.685,90.3,6272.0,752.0,0.646,5.94,0.49,325.0,24.8,0.22,0.7,83.7,7.8,0.529,0.626,0.92,9.74,0.26,v1,50.9,0.42,23.6,59.5,0.8,54276.0,7.65,0.819,v2,0
3.53,47391.0,51.2,1.2,82965.0,0.293,75.1,65.0,4.67,3.8,54.7,v2,0.655,77.7,4523.0,757.0,0.344,3.31,0.14,694.0,27.7,0.18,3.04,65.5,7.29,0.915,0.622,0.76,9.07,0.26,v1,60.2,0.54,19.6,62.8,0.58,72873.0,6.87,0.686,v1,0
3.62,46680.0,51.0,2.09,22708.0,0.316,72.4,65.0,4.65,7.2,51.1,v2,0.651,43.0,6381.0,779.0,0.869,6.03,0.69,823.0,24.1,0.16,2.41,92.9,6.99,0.174,0.425,0.96,9.11,0.47,v2,59.6,0.4,68.6,59.6,0.64,85620.0,6.6,0.749,v1,0
3.67,54865.0,42.9,1.88,58668.0,0.266,71.8,65.0,4.6,6.9,51.0,v1,0.863,81.0,4791.0,809.0,0.24,5.09,0.67,356.0,24.8,0.19,1.51,93.1,6.8,0.918,0.599,0.86,9.08,0.58,v2,51.3,0.45,49.5,59.9,0.53,54618.0,8.37,0.767,v3,0
3.8,50097.0,37.4,2.04,58018.0,0.496,72.6,62.0,4.34,8.4,53.1,v2,0.626,77.7,5217.0,763.0,0.439,5.25,0.62,815.0,33.7,0.28,0.97,80.3,6.88,0.243,0.444,0.75,9.11,0.43,v1,58.1,0.42,88.4,62.3,0.39,14470.0,7.46,0.682,v3,0
2.13,55020.0,34.4,0.51,23107.0,0.287,77.4,79.0,4.62,4.1,55.5,v1,0.674,90.8,6168.0,793.0,0.647,4.49,0.7,822.0,34.2,0.26,2.66,95.8,6.76,0.417,0.626,0.51,9.54,0.35,v2,47.2,0.4,71.7,56.6,0.64,25700.0,8.54,0.778,v1,0
3.75,48882.0,16.2,1.08,64644.0,0.498,76.0,94.0,4.23,7.2,50.2,v1,0.687,92.9,6119.0,764.0,0.247,5.8,0.61,713.0,24.1,0.28,1.33,64.2,6.94,0.181,0.409,0.48,9.24,0.26,v1,59.2,0.46,22.1,69.2,0.5,17594.0,7.1,0.757,v2,0
3.62,55320.0,39.5,0.37,43406.0,0.495,73.8,89.0,4.7,7.1,51.8,v1,0.724,33.8,6607.0,760.0,0.258,6.26,0.15,629.0,24.4,0.27,0.55,93.4,7.0,0.123,0.622,0.73,9.06,0.59,v1,60.6,0.39,59.9,66.6,0.39,23269.0,7.35,0.758,v2,0
1.72,51047.0,28.7,1.66,22934.0,0.315,85.2,55.0,4.65,8.2,50.2,v1,0.681,96.9,7029.0,774.0,0.407,4.17,0.19,813.0,27.1,0.16,1.73,90.8,7.01,0.506,0.502,0.87,8.47,0.62,v1,57.3,0.35,26.3,60.8,0.81,57336.0,8.37,0.758,v3,0
3.55,54703.0,34.0,3.11,30482.0,0.254,77.7,93.0,4.59,7.4,52.8,v1,0.65,95.6,6335.0,761.0,0.248,5.83,0.25,577.0,24.4,0.27,0.67,68.8,6.93,0.248,0.353,0.68,9.06,0.43,v1,61.1,0.55,73.5,61.1,0.38,84615.0,6.83,0.73,v3,0
1.95,53175.0,40.0,1.95,43114.0,0.316,79.3,89.0,4.59,9.5,50.2,v1,0.864,95.4,6777.0,809.0,0.65,3.31,0.4,595.0,24.0,0.34,4.08,96.7,8.15,0.107,0.625,0.97,9.41,0.41,v2,61.3,0.42,73.5,62.3,0.83,58776.0,6.58,0.727,v2,0
1.21,54739.0,11.8,3.19,37050.0,0.316,77.6,53.0,4.7,7.8,54.4,v2,0.485,94.5,6078.0,774.0,0.647,3.41,0.61,493.0,32.7,0.39,2.85,63.1,7.06,0.832,0.461,0.44,9.08,0.47,v1,56.4,0.37,28.9,72.4,0.88,14426.0,6.58,0.687,v3,0
2.96,55889.0,37.8,1.76,81123.0,0.496,76.3,90.0,4.61,9.2,51.1,v1,0.685,87.6,6328.0,803.0,0.642,5.51,0.17,733.0,34.3,0.27,3.76,62.8,6.91,0.757,0.618,0.84,8.61,0.62,v2,58.1,0.51,32.3,70.8,0.46,40056.0,6.28,0.822,v3,0
2.23,55260.0,39.7,2.93,95310.0,0.165,77.9,94.0,4.69,4.4,52.2,v1,0.693,75.4,5954.0,740.0,0.784,6.11,0.62,379.0,24.6,0.25,0.39,74.8,7.45,0.476,0.474,0.9,9.12,0.62,v2,59.6,0.45,17.9,72.5,0.28,42937.0,6.81,0.731,v1,0
2.45,46481.0,51.0,0.56,23611.0,0.496,72.1,91.0,4.35,9.0,51.2,v1,0.675,75.5,4557.0,795.0,0.59,6.31,0.73,503.0,30.8,0.3,3.78,65.0,6.76,0.776,0.368,0.46,9.05,0.48,v1,59.4,0.45,42.9,61.1,0.31,48318.0,7.21,0.738,v3,0
3.29,55599.0,51.2,1.88,78321.0,0.152,79.4,60.0,4.54,5.1,50.7,v1,0.661,46.5,5157.0,763.0,0.48,6.37,0.38,639.0,30.0,0.22,1.83,65.0,6.83,0.25,0.439,0.88,8.51,0.34,v2,57.1,0.43,64.4,66.5,0.88,55442.0,8.43,0.705,v2,1
2.81,51093.0,37.5,2.39,21748.0,0.495,78.0,93.0,4.65,9.5,55.9,v1,0.685,77.8,6162.0,746.0,0.315,6.27,0.59,819.0,31.8,0.29,2.11,86.6,7.82,0.726,0.624,0.93,9.78,0.27,v1,58.8,0.37,86.3,59.8,0.47,55033.0,8.29,0.84,v1,1
3.54,51447.0,47.0,2.74,33324.0,0.261,80.4,94.0,4.61,9.1,52.3,v2,0.621,82.6,7381.0,741.0,0.626,3.82,0.37,706.0,26.7,0.16,0.97,85.6,7.04,0.107,0.625,0.78,9.73,0.27,v1,62.1,0.35,59.7,70.5,0.59,83387.0,7.71,0.772,v2,0
3.34,54840.0,17.9,2.32,46565.0,0.229,78.8,89.0,4.59,5.5,54.5,v1,0.645,93.6,5746.0,745.0,0.603,4.76,0.36,678.0,30.6,0.43,2.33,76.0,8.64,0.286,0.422,0.86,9.64,0.6,v2,60.3,0.45,22.0,71.4,0.71,32710.0,6.85,0.699,v2,0
3.44,51439.0,35.5,1.84,82559.0,0.169,78.5,85.0,4.37,7.6,51.2,v1,0.526,95.6,7033.0,762.0,0.647,4.77,0.7,672.0,24.8,0.25,2.61,91.4,7.21,0.281,0.626,0.93,9.83,0.25,v1,60.8,0.43,29.1,71.6,0.84,33849.0,7.49,0.83,v2,0
3.64,46875.0,51.1,2.86,59837.0,0.432,78.5,82.0,4.59,4.6,55.1,v2,0.638,84.4,7042.0,764.0,0.609,3.72,0.39,814.0,30.2,0.15,3.18,68.7,6.9,0.103,0.61,0.97,9.2,0.31,v2,57.8,0.45,59.9,62.9,0.71,57954.0,7.91,0.769,v3,0
3.71,52534.0,49.4,0.6,24209.0,0.316,72.3,93.0,4.57,6.0,53.1,v2,0.754,94.0,7333.0,746.0,0.66,5.96,0.5,601.0,25.3,0.38,1.48,86.5,7.01,0.665,0.52,0.91,8.68,0.31,v1,60.4,0.4,79.5,71.8,0.35,19739.0,6.92,0.691,v1,0
2.54,49870.0,32.5,2.71,56904.0,0.161,72.8,70.0,4.61,7.0,50.7,v1,0.648,42.6,6307.0,799.0,0.269,6.32,0.39,433.0,28.8,0.45,3.2,77.8,7.58,0.258,0.622,0.68,9.37,0.4,v2,61.5,0.46,45.4,59.1,0.78,60262.0,7.31,0.718,v1,0
3.25,53925.0,51.3,1.84,23780.0,0.49,76.9,62.0,4.63,6.6,50.2,v1,0.524,98.9,5167.0,777.0,0.464,5.98,0.17,558.0,25.8,0.25,3.51,86.4,7.02,0.889,0.338,0.52,9.64,0.24,v2,49.2,0.38,63.2,72.7,0.63,56131.0,6.6,0.708,v1,0
2.85,46431.0,39.9,2.23,54753.0,0.145,75.7,68.0,4.43,3.7,50.4,v1,0.642,89.1,6046.0,769.0,0.719,6.17,0.14,609.0,30.1,0.32,1.56,94.6,7.01,0.522,0.427,0.85,9.04,0.29,v1,48.8,0.37,22.1,71.6,0.48,38554.0,7.03,0.763,v1,0
3.76,46011.0,49.5,2.24,19902.0,0.151,79.6,75.0,4.54,6.7,50.2,v1,0.664,78.6,4913.0,747.0,0.645,6.24,0.71,814.0,34.6,0.26,1.29,85.8,7.79,0.379,0.615,0.5,9.4,0.62,v2,60.3,0.37,20.2,55.6,0.25,55627.0,7.31,0.755,v3,1
1.39,47153.0,26.7,1.84,21807.0,0.491,78.2,93.0,4.32,5.8,50.2,v2,0.608,50.2,6387.0,804.0,0.887,5.94,0.33,433.0,25.1,0.23,3.4,95.7,7.04,0.517,0.33,0.87,9.27,0.26,v1,61.9,0.36,64.2,60.5,0.72,22175.0,6.74,0.693,v3,1
3.74,51165.0,40.0,3.18,18916.0,0.214,74.3,92.0,4.34,5.9,52.5,v1,0.494,95.7,6912.0,804.0,0.272,5.72,0.15,600.0,30.8,0.45,0.61,85.7,7.36,0.154,0.548,0.62,9.03,0.62,v1,61.1,0.47,24.7,71.8,0.6,15714.0,7.3,0.768,v2,0
1.6,45977.0,51.1,2.11,23477.0,0.165,73.6,75.0,4.64,3.6,50.9,v2,0.863,67.2,6140.0,803.0,0.25,3.58,0.71,604.0,26.9,0.29,4.03,73.3,8.3,0.741,0.616,0.47,8.61,0.49,v1,61.8,0.39,18.1,55.6,0.59,18769.0,7.18,0.742,v1,0
3.73,55311.0,28.2,2.93,58750.0,0.497,71.3,66.0,4.42,9.3,50.2,v2,0.863,76.5,5199.0,775.0,0.632,5.9,0.14,606.0,28.8,0.37,0.91,97.7,7.99,0.333,0.325,0.95,9.13,0.24,v2,61.0,0.44,70.0,56.5,0.33,16644.0,7.19,0.802,v2,0
3.39,53089.0,44.6,2.02,35137.0,0.497,78.8,89.0,4.63,6.8,51.0,v1,0.673,82.5,5862.0,773.0,0.65,4.11,0.71,596.0,29.5,0.28,3.96,81.8,6.8,0.444,0.6,0.82,9.3,0.61,v1,58.7,0.38,60.2,56.7,0.29,13961.0,6.76,0.745,v1,0
2.62,53015.0,38.4,2.06,31569.0,0.172,77.5,94.0,4.27,4.4,54.0,v2,0.67,86.5,6211.0,741.0,0.848,5.17,0.54,811.0,24.7,0.39,0.68,63.8,7.02,0.221,0.372,0.78,9.05,0.4,v1,58.7,0.56,65.0,64.7,0.61,52920.0,7.65,0.762,v3,1
3.19,51801.0,24.9,2.32,18985.0,0.315,77.4,55.0,4.65,8.8,52.1,v1,0.688,80.0,7465.0,809.0,0.644,5.34,0.15,802.0,24.1,0.17,3.08,82.7,8.3,0.29,0.446,0.85,8.47,0.6,v2,61.5,0.43,63.9,72.0,0.35,58954.0,6.25,0.735,v2,1
3.41,52659.0,16.7,1.87,32818.0,0.316,78.2,62.0,4.45,9.1,55.4,v1,0.686,95.3,5403.0,806.0,0.578,6.05,0.68,691.0,25.1,0.27,0.68,86.6,7.9,0.486,0.622,0.54,9.03,0.22,v1,49.3,0.42,28.8,71.1,0.86,77313.0,7.29,0.686,v3,0
2.51,51480.0,28.8,1.64,57190.0,0.156,77.5,81.0,4.65,6.7,50.2,v2,0.63,77.4,6499.0,784.0,0.645,6.34,0.39,772.0,31.0,0.36,2.27,85.7,6.99,0.26,0.611,0.96,9.28,0.51,v2,48.9,0.38,23.7,64.7,0.64,56470.0,6.6,0.714,v3,1
3.58,50171.0,46.4,2.39,49805.0,0.32,79.7,53.0,4.66,3.6,51.0,v1,0.487,78.4,5066.0,764.0,0.291,6.27,0.59,587.0,24.3,0.26,2.96,69.4,7.68,0.222,0.53,0.51,8.23,0.41,v1,62.1,0.36,87.4,64.2,0.78,57829.0,7.08,0.714,v3,1
3.54,55998.0,49.3,3.08,22818.0,0.372,76.8,71.0,4.6,6.7,52.1,v2,0.67,92.7,7198.0,757.0,0.297,3.17,0.17,809.0,26.4,0.17,3.58,84.3,6.74,0.381,0.481,0.87,8.29,0.48,v1,61.7,0.37,18.7,62.2,0.39,14805.0,6.78,0.77,v2,0
3.84,56008.0,23.9,0.68,65692.0,0.497,74.1,93.0,4.66,9.2,53.3,v1,0.686,68.3,4399.0,751.0,0.428,4.97,0.7,761.0,33.9,0.25,2.52,83.2,7.89,0.237,0.452,0.95,9.58,0.53,v1,57.0,0.5,33.0,56.4,0.35,23637.0,6.59,0.723,v3,0
3.72,55384.0,32.8,2.36,95592.0,0.154,77.8,59.0,4.41,8.9,55.2,v1,0.767,53.8,4674.0,764.0,0.397,6.26,0.71,390.0,29.8,0.26,3.73,76.6,7.03,0.736,0.621,0.49,8.71,0.33,v1,58.1,0.42,20.4,67.6,0.55,19840.0,7.23,0.756,v1,0
3.05,53899.0,25.1,1.99,52809.0,0.157,71.7,92.0,4.27,8.4,51.5,v2,0.863,70.9,6273.0,808.0,0.89,6.01,0.69,681.0,25.2,0.24,3.59,91.0,8.48,0.265,0.394,0.75,9.1,0.51,v2,62.1,0.43,20.1,61.1,0.64,70961.0,7.91,0.744,v1,1
3.78,50114.0,18.2,2.12,59165.0,0.363,73.4,85.0,4.29,4.3,51.0,v2,0.758,96.3,4891.0,769.0,0.636,5.57,0.16,816.0,27.7,0.47,1.27,93.9,6.98,0.278,0.613,0.46,9.3,0.43,v1,53.4,0.42,39.5,61.4,0.75,56686.0,6.6,0.749,v2,0
3.74,56045.0,51.0,0.34,58281.0,0.157,83.1,83.0,4.44,3.8,51.7,v2,0.572,76.7,7138.0,796.0,0.347,4.47,0.42,606.0,27.5,0.22,0.96,79.7,7.22,0.176,0.623,0.98,9.73,0.26,v1,58.6,0.57,18.0,70.2,0.79,74709.0,7.72,0.682,v2,1
2.25,49148.0,20.4,1.86,77984.0,0.372,71.0,94.0,4.33,3.5,55.2,v2,0.679,98.5,6801.0,808.0,0.364,4.71,0.68,445.0,29.2,0.27,0.95,98.6,7.21,0.107,0.565,0.97,9.07,0.38,v1,59.8,0.63,24.0,57.1,0.63,57014.0,7.06,0.754,v2,0
2.59,56586.0,49.2,2.14,30279.0,0.194,72.5,72.0,4.52,6.7,50.2,v1,0.646,86.5,6302.0,748.0,0.599,5.67,0.45,610.0,25.1,0.29,4.05,72.0,6.78,0.645,0.626,0.55,9.35,0.61,v1,50.0,0.36,32.4,63.4,0.82,56675.0,6.35,0.77,v3,0
3.72,53730.0,31.0,2.45,77514.0,0.315,79.3,69.0,4.67,7.7,54.7,v2,0.695,79.8,4433.0,777.0,0.623,5.37,0.36,800.0,33.6,0.46,1.47,93.1,7.04,0.674,0.624,0.9,9.45,0.25,v1,51.9,0.35,39.5,66.5,0.74,69527.0,6.96,0.786,v3,1
2.25,46293.0,39.2,1.84,96351.0,0.162,77.6,85.0,4.51,3.8,50.2,v2,0.606,71.8,7075.0,754.0,0.646,3.72,0.41,815.0,26.1,0.32,1.06,83.9,8.65,0.144,0.398,0.76,8.57,0.62,v1,58.8,0.5,59.6,66.3,0.66,82817.0,6.59,0.842,v2,1
3.33,56061.0,51.2,1.34,57238.0,0.246,75.8,93.0,4.67,5.7,52.8,v1,0.685,85.3,7188.0,760.0,0.342,5.87,0.36,638.0,24.6,0.46,2.95,63.5,6.75,0.441,0.623,0.41,9.09,0.23,v2,61.7,0.52,20.2,69.1,0.72,15792.0,7.45,0.698,v1,0
3.38,55652.0,35.9,1.96,36430.0,0.461,73.4,85.0,4.63,6.4,50.5,v1,0.69,97.3,6763.0,795.0,0.624,4.69,0.47,697.0,26.0,0.47,4.03,85.1,6.99,0.559,0.605,0.93,9.14,0.4,v1,61.1,0.42,65.3,61.8,0.28,53716.0,6.6,0.81,v2,0
3.21,56280.0,37.0,1.73,85419.0,0.315,73.3,68.0,4.69,8.5,52.9,v2,0.672,95.2,6110.0,762.0,0.235,4.88,0.65,421.0,26.2,0.24,3.77,83.6,7.11,0.434,0.573,0.97,9.02,0.35,v1,59.4,0.46,28.7,64.4,0.39,16019.0,6.6,0.834,v3,0
3.3,55178.0,39.0,2.45,80739.0,0.327,81.6,63.0,4.69,8.8,50.2,v2,0.691,47.8,5450.0,796.0,0.247,4.43,0.55,226.0,27.9,0.36,2.19,84.5,7.25,0.26,0.38,0.92,8.6,0.57,v2,60.3,0.42,67.9,58.4,0.88,22668.0,6.31,0.718,v1,1
3.13,53199.0,42.2,0.52,82754.0,0.172,71.0,91.0,4.35,7.5,55.7,v2,0.644,53.9,5978.0,742.0,0.645,3.67,0.68,758.0,25.3,0.26,2.82,78.9,6.95,0.257,0.331,0.83,9.47,0.62,v2,59.6,0.59,19.2,61.7,0.74,56366.0,8.59,0.771,v1,1
3.81,49163.0,12.7,2.18,24053.0,0.316,72.6,57.0,4.36,3.5,53.4,v1,0.863,97.5,6154.0,762.0,0.606,6.13,0.37,821.0,27.7,0.45,1.49,96.0,6.95,0.272,0.476,0.64,9.09,0.55,v2,53.2,0.35,20.3,59.9,0.79,65681.0,7.35,0.789,v3,1
2.78,46665.0,37.4,2.02,51813.0,0.458,73.3,93.0,4.67,7.0,51.6,v1,0.647,84.3,5933.0,798.0,0.326,4.54,0.45,821.0,25.3,0.18,3.3,70.5,6.69,0.175,0.626,0.83,9.08,0.25,v2,54.7,0.4,42.5,72.7,0.64,53229.0,6.44,0.799,v3,1
3.55,53079.0,30.5,2.04,52115.0,0.497,77.5,70.0,4.3,7.2,51.9,v2,0.681,78.8,5772.0,746.0,0.486,4.8,0.72,603.0,24.2,0.45,1.1,98.2,6.77,0.178,0.61,0.94,9.52,0.3,v2,59.4,0.59,88.3,64.1,0.73,86101.0,7.17,0.768,v3,0
2.5,49775.0,51.4,1.83,31649.0,0.316,77.5,87.0,4.33,8.0,53.5,v1,0.621,51.9,5863.0,789.0,0.772,4.51,0.36,332.0,24.2,0.22,1.13,88.8,6.99,0.758,0.482,0.67,9.6,0.61,v2,47.3,0.39,20.4,65.9,0.88,69677.0,6.58,0.708,v1,0
3.29,53784.0,43.8,1.84,82243.0,0.245,78.7,59.0,4.59,7.5,52.8,v2,0.647,51.2,5145.0,741.0,0.595,6.36,0.21,823.0,27.6,0.25,1.15,91.2,7.17,0.228,0.626,0.47,9.71,0.28,v2,49.3,0.43,41.5,72.1,0.37,87958.0,7.68,0.741,v3,0
2.79,46691.0,23.5,2.78,23023.0,0.164,74.5,94.0,4.45,7.6,55.6,v1,0.647,81.7,4696.0,773.0,0.464,4.53,0.32,601.0,27.7,0.28,1.94,86.4,8.58,0.313,0.526,0.47,9.24,0.35,v2,47.7,0.34,70.4,70.4,0.51,39824.0,6.95,0.77,v3,0
3.88,48556.0,38.0,2.04,46277.0,0.155,78.2,92.0,4.69,8.2,50.2,v1,0.68,88.7,4797.0,808.0,0.618,4.73,0.66,743.0,30.0,0.47,1.45,94.3,7.38,0.612,0.517,0.54,9.04,0.44,v1,49.1,0.42,59.5,72.4,0.89,66726.0,7.6,0.769,v1,0
3.65,47166.0,35.6,1.84,64147.0,0.316,79.2,84.0,4.48,9.5,52.7,v1,0.678,81.8,5387.0,797.0,0.271,5.81,0.14,823.0,34.2,0.28,3.94,93.4,6.81,0.301,0.623,0.79,9.4,0.6,v1,56.0,0.46,81.6,72.5,0.76,22415.0,8.31,0.683,v1,1
3.58,46863.0,51.3,2.1,25138.0,0.145,72.4,70.0,4.69,3.5,50.2,v1,0.645,95.7,4628.0,741.0,0.609,6.12,0.37,606.0,24.2,0.45,1.05,90.3,6.98,0.239,0.417,0.74,9.36,0.27,v1,54.2,0.43,17.9,71.7,0.75,66574.0,6.23,0.795,v1,0
2.56,54823.0,37.5,1.4,23751.0,0.495,77.5,66.0,4.7,5.7,55.7,v1,0.676,92.7,4420.0,760.0,0.776,6.33,0.69,600.0,26.4,0.3,1.47,80.5,6.74,0.099,0.625,0.77,9.63,0.25,v2,54.1,0.45,38.6,56.2,0.34,70348.0,7.12,0.817,v3,1
3.28,53456.0,33.1,1.91,24170.0,0.172,77.8,76.0,4.63,9.2,50.2,v2,0.687,39.5,5509.0,797.0,0.689,6.22,0.69,819.0,29.5,0.45,0.42,75.4,8.73,0.169,0.625,0.92,9.11,0.46,v1,60.3,0.42,20.1,72.7,0.88,48576.0,6.59,0.752,v1,0
1.98,55228.0,21.1,2.11,28631.0,0.145,73.3,86.0,4.59,5.6,52.8,v2,0.606,82.0,5196.0,790.0,0.643,5.91,0.3,596.0,33.6,0.2,0.38,90.1,6.74,0.654,0.493,0.97,9.2,0.56,v1,56.0,0.53,51.8,54.8,0.64,16741.0,7.94,0.737,v2,1
3.5,48914.0,12.2,2.1,83942.0,0.495,75.9,94.0,4.25,4.4,51.1,v1,0.695,79.6,6502.0,805.0,0.643,6.16,0.66,708.0,34.1,0.43,3.26,75.7,7.04,0.772,0.62,0.91,9.47,0.25,v1,47.6,0.43,75.2,60.8,0.88,25636.0,7.2,0.847,v3,0
2.03,50308.0,40.0,3.2,41451.0,0.171,72.4,62.0,4.35,4.3,52.0,v1,0.684,75.8,5364.0,745.0,0.326,3.44,0.6,821.0,26.6,0.44,3.21,78.1,6.85,0.178,0.619,0.66,9.44,0.42,v1,61.7,0.45,18.3,58.8,0.47,60433.0,6.55,0.721,v3,0
3.1,50043.0,13.7,2.83,24343.0,0.424,72.4,94.0,4.59,7.5,50.2,v2,0.691,82.6,5428.0,758.0,0.646,4.09,0.65,820.0,30.2,0.27,4.13,79.8,7.13,0.104,0.602,0.95,9.44,0.24,v2,62.0,0.42,66.2,61.2,0.88,19978.0,6.58,0.822,v3,1
3.38,46238.0,27.2,2.78,48427.0,0.168,79.7,93.0,4.33,7.3,50.4,v1,0.67,47.5,4783.0,761.0,0.609,6.07,0.69,812.0,29.4,0.15,0.46,82.7,6.75,0.596,0.59,0.9,9.48,0.58,v1,53.4,0.43,62.7,60.9,0.53,80739.0,6.39,0.738,v2,0
2.13,51947.0,17.0,2.69,29545.0,0.495,72.7,66.0,4.63,6.9,50.2,v2,0.649,94.8,5941.0,761.0,0.311,6.0,0.16,620.0,27.8,0.29,3.53,79.3,7.04,0.481,0.619,0.88,9.03,0.43,v1,49.3,0.5,61.5,60.1,0.87,32273.0,6.6,0.701,v2,0
2.08,49636.0,14.8,1.84,57247.0,0.202,73.1,94.0,4.57,4.4,51.2,v2,0.648,97.2,7145.0,800.0,0.239,4.23,0.7,481.0,24.9,0.2,3.85,89.1,8.23,0.213,0.622,0.42,9.09,0.46,v2,48.8,0.44,73.6,71.3,0.25,20181.0,7.48,0.701,v1,0
3.73,53490.0,43.3,1.83,59730.0,0.153,82.7,56.0,4.3,7.4,55.2,v1,0.66,95.8,6267.0,777.0,0.251,6.25,0.72,690.0,28.2,0.25,3.55,90.3,7.12,0.12,0.361,0.66,9.17,0.5,v2,52.7,0.42,62.0,62.3,0.24,16394.0,7.02,0.769,v1,0
3.59,56057.0,37.0,1.85,33629.0,0.184,78.8,94.0,4.46,4.5,51.0,v2,0.84,88.1,6578.0,762.0,0.394,6.25,0.41,662.0,34.7,0.41,1.63,86.9,7.58,0.608,0.603,0.91,9.03,0.61,v2,58.5,0.44,59.9,58.5,0.88,14211.0,7.39,0.753,v1,0
