V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,class
6.0,-6.0,-66.0,-40.0,12.0,5.0,15.0,-5.0,-112.0,-48.0,46.0,-2.0,14.0,-7.0,-179.0,-44.0,71.0,-18.0,13.0,-8.0,-182.0,-37.0,59.0,-21.0,7.0,-1.0,-72.0,62.0,39.0,18.0,106.0,-149.0,-8.0,230.0,59.0,33.0,89.0,-64.0,-4.0,128.0,49.0,-24.0,115.0,-22.0,30.0,12.0,146.0,3.0,102.0,-37.0,-8.0,34.0,131.0,4.0,73.0,-37.0,10.0,49.0,89.0,2.0,59.0,-32.0,3.0,34.0,76.0,2.0,-9.0,4.0,-9.0,-11.0,-11.0,2.0,-5.0,4.0,-5.0,-11.0,-6.0,1.0,-1.0,2.0,-5.0,-8.0,-1.0,1.0,1.0,-1.0,-5.0,-4.0,2.0,2.0,1
-2.0,1.0,27.0,3.0,-3.0,-2.0,-2.0,1.0,27.0,3.0,-3.0,-2.0,-1.0,0.0,19.0,5.0,-1.0,-2.0,-1.0,0.0,20.0,5.0,-1.0,-3.0,-1.0,-1.0,15.0,5.0,1.0,-3.0,-2.0,2.0,27.0,4.0,-3.0,-3.0,-1.0,0.0,19.0,6.0,0.0,-2.0,-1.0,1.0,18.0,0.0,-2.0,-3.0,0.0,6.0,-2.0,-2.0,-2.0,-3.0,5.0,0.0,-2.0,7.0,6.0,-3.0,1.0,-2.0,4.0,9.0,3.0,-3.0,-2.0,1.0,-1.0,7.0,1.0,-3.0,-5.0,4.0,9.0,0.0,-6.0,-3.0,-3.0,4.0,-3.0,1.0,-3.0,-3.0,-2.0,3.0,4.0,1.0,-1.0,-4.0,1
-11.0,-35.0,1.0,45.0,-28.0,-2.0,38.0,4.0,-6.0,-3.0,49.0,-10.0,39.0,3.0,6.0,1.0,47.0,-3.0,44.0,-22.0,17.0,28.0,49.0,-3.0,55.0,-34.0,2.0,51.0,70.0,-2.0,39.0,-9.0,21.0,18.0,52.0,-3.0,23.0,16.0,18.0,-12.0,34.0,-3.0,1.0,-1.0,-4.0,4.0,3.0,-3.0,1.0,1.0,1.0,2.0,4.0,-4.0,2.0,-1.0,1.0,3.0,4.0,-3.0,-1.0,0.0,2.0,2.0,-2.0,-3.0,1.0,-3.0,-5.0,4.0,1.0,-3.0,-1.0,1.0,3.0,-1.0,-2.0,-3.0,1.0,1.0,3.0,2.0,3.0,-4.0,-1.0,1.0,1.0,-1.0,-1.0,-3.0,1
-21.0,-1.0,7.0,11.0,-28.0,-5.0,0.0,-15.0,16.0,28.0,-2.0,-3.0,15.0,-1.0,1.0,10.0,23.0,-3.0,13.0,6.0,0.0,-3.0,18.0,-3.0,4.0,-3.0,8.0,11.0,8.0,-3.0,-10.0,0.0,-3.0,7.0,-12.0,-3.0,-7.0,7.0,4.0,-6.0,-9.0,-3.0,0.0,1.0,-2.0,4.0,2.0,-3.0,1.0,1.0,1.0,1.0,0.0,-4.0,4.0,-2.0,-5.0,6.0,6.0,-3.0,2.0,-1.0,8.0,4.0,3.0,-3.0,-1.0,2.0,2.0,2.0,2.0,-3.0,4.0,-2.0,-5.0,6.0,6.0,-3.0,2.0,-1.0,8.0,4.0,3.0,-3.0,-1.0,2.0,2.0,2.0,2.0,-3.0,1
-3.0,2.0,-11.0,3.0,-2.0,-3.0,-4.0,5.0,11.0,-3.0,-5.0,-2.0,-1.0,1.0,17.0,4.0,1.0,-3.0,-3.0,2.0,5.0,3.0,-3.0,-3.0,0.0,2.0,11.0,3.0,2.0,-3.0,1.0,1.0,-1.0,6.0,0.0,-3.0,0.0,1.0,6.0,1.0,-1.0,-3.0,1.0,2.0,5.0,1.0,1.0,-3.0,1.0,2.0,-2.0,0.0,1.0,-3.0,-2.0,2.0,11.0,2.0,-1.0,-3.0,-1.0,2.0,9.0,1.0,-5.0,-3.0,-1.0,1.0,6.0,5.0,-3.0,-4.0,-2.0,1.0,5.0,3.0,-5.0,-4.0,-1.0,2.0,4.0,0.0,-6.0,-3.0,2.0,2.0,-1.0,3.0,-1.0,-3.0,1
-84.0,85.0,-41.0,-114.0,-114.0,-6.0,-120.0,14.0,-13.0,-17.0,-157.0,-6.0,-91.0,-4.0,-19.0,5.0,-122.0,-6.0,-45.0,18.0,-28.0,-18.0,-57.0,-4.0,-43.0,29.0,-4.0,-37.0,-57.0,-5.0,-26.0,5.0,4.0,-2.0,-35.0,-5.0,-1.0,-22.0,-13.0,28.0,-6.0,-4.0,4.0,-7.0,-6.0,11.0,5.0,-4.0,4.0,-5.0,-4.0,7.0,4.0,-3.0,3.0,-2.0,4.0,3.0,4.0,-3.0,1.0,0.0,3.0,2.0,4.0,-4.0,3.0,-2.0,4.0,3.0,4.0,-3.0,1.0,0.0,3.0,2.0,4.0,-4.0,-2.0,3.0,3.0,-2.0,-1.0,-3.0,-2.0,3.0,3.0,-2.0,-1.0,-3.0,1
-2.0,1.0,17.0,2.0,-1.0,-4.0,-15.0,7.0,4.0,-7.0,-21.0,-4.0,-15.0,4.0,3.0,-5.0,-20.0,-3.0,-11.0,5.0,6.0,-4.0,-16.0,-4.0,-9.0,5.0,-2.0,-3.0,-11.0,-4.0,-12.0,8.0,12.0,-11.0,-16.0,-3.0,-9.0,6.0,7.0,-6.0,-13.0,-4.0,-9.0,3.0,10.0,-1.0,-13.0,-4.0,-1.0,0.0,4.0,0.0,-7.0,-4.0,4.0,0.0,-2.0,3.0,-1.0,-4.0,2.0,2.0,-4.0,-3.0,-6.0,-4.0,3.0,1.0,-9.0,0.0,-2.0,-4.0,1.0,0.0,-10.0,0.0,-6.0,-5.0,4.0,0.0,-2.0,3.0,-1.0,-4.0,2.0,2.0,-4.0,-3.0,-6.0,-4.0,1
-57.0,-4.0,40.0,11.0,-156.0,-42.0,-18.0,8.0,11.0,-3.0,-26.0,-8.0,-10.0,16.0,8.0,-24.0,-13.0,-4.0,-1.0,-3.0,3.0,9.0,-2.0,-4.0,6.0,-9.0,5.0,20.0,7.0,-4.0,-2.0,1.0,8.0,-2.0,1.0,-4.0,-2.0,1.0,4.0,1.0,2.0,-4.0,-1.0,0.0,3.0,2.0,4.0,-3.0,0.0,2.0,8.0,-2.0,4.0,-4.0,-3.0,-1.0,-9.0,2.0,-2.0,-3.0,-2.0,2.0,6.0,-3.0,3.0,-4.0,0.0,-1.0,-1.0,1.0,3.0,-2.0,-2.0,0.0,-4.0,-2.0,5.0,-4.0,-1.0,0.0,1.0,-4.0,4.0,-3.0,-1.0,0.0,-9.0,-3.0,6.0,-4.0,1
25.0,-28.0,48.0,-129.0,86.0,22.0,32.0,5.0,27.0,28.0,106.0,-5.0,48.0,1.0,27.0,-8.0,60.0,-2.0,42.0,-32.0,22.0,59.0,61.0,-3.0,25.0,-17.0,27.0,33.0,33.0,-3.0,16.0,7.0,24.0,-5.0,24.0,-2.0,-1.0,1.0,9.0,3.0,-3.0,-4.0,0.0,2.0,11.0,1.0,-1.0,-3.0,-2.0,3.0,10.0,0.0,-4.0,-3.0,-4.0,2.0,7.0,1.0,-7.0,-4.0,-1.0,1.0,11.0,4.0,-2.0,-4.0,-1.0,0.0,4.0,2.0,-3.0,-3.0,-2.0,2.0,4.0,0.0,-4.0,-3.0,-1.0,1.0,-14.0,2.0,-5.0,-3.0,-1.0,1.0,-3.0,1.0,-4.0,-4.0,1
22.0,1.0,12.0,4.0,27.0,-3.0,19.0,-2.0,15.0,9.0,27.0,-3.0,8.0,-5.0,10.0,14.0,12.0,-3.0,-5.0,3.0,13.0,2.0,-7.0,-3.0,-8.0,7.0,15.0,-1.0,-10.0,-3.0,-13.0,7.0,-1.0,-5.0,-21.0,-3.0,-11.0,1.0,-3.0,4.0,-20.0,-3.0,-2.0,1.0,6.0,3.0,-2.0,-3.0,-3.0,1.0,2.0,3.0,-2.0,-3.0,-4.0,3.0,3.0,-3.0,-8.0,-3.0,-3.0,3.0,12.0,0.0,-6.0,-3.0,-2.0,2.0,5.0,1.0,-2.0,-4.0,-2.0,2.0,6.0,0.0,-5.0,-3.0,0.0,-1.0,15.0,3.0,-2.0,-3.0,0.0,1.0,4.0,1.0,-1.0,-3.0,1
114.0,5.0,123.0,172.0,90.0,32.0,100.0,6.0,40.0,-29.0,141.0,5.0,-2.0,1.0,13.0,3.0,-1.0,-4.0,-1.0,-1.0,-1.0,3.0,0.0,-3.0,0.0,-2.0,9.0,5.0,2.0,-3.0,-1.0,0.0,6.0,4.0,0.0,-4.0,-2.0,0.0,10.0,2.0,-1.0,-3.0,0.0,-2.0,6.0,6.0,2.0,-4.0,-1.0,1.0,4.0,3.0,-1.0,-3.0,0.0,1.0,-4.0,-6.0,6.0,-3.0,0.0,1.0,2.0,-3.0,6.0,-4.0,0.0,-1.0,-4.0,-3.0,2.0,-3.0,0.0,0.0,-4.0,-1.0,6.0,-4.0,1.0,0.0,-3.0,-1.0,7.0,-3.0,3.0,-5.0,-99.0,7.0,12.0,-1.0,1
-14.0,29.0,-20.0,-49.0,0.0,-9.0,-26.0,-26.0,6.0,47.0,-38.0,-4.0,-16.0,-6.0,-4.0,8.0,-18.0,-2.0,10.0,10.0,6.0,-12.0,16.0,-3.0,9.0,3.0,4.0,-3.0,17.0,-3.0,-1.0,-10.0,15.0,15.0,2.0,-3.0,4.0,-12.0,1.0,18.0,9.0,-3.0,2.0,1.0,-9.0,1.0,5.0,-3.0,-1.0,2.0,11.0,0.0,3.0,-4.0,-2.0,1.0,8.0,1.0,1.0,-3.0,-1.0,0.0,5.0,2.0,5.0,-3.0,1.0,-2.0,4.0,4.0,5.0,-3.0,-15.0,0.0,9.0,3.0,-14.0,-3.0,2.0,-10.0,-5.0,15.0,5.0,-3.0,0.0,3.0,-11.0,-2.0,5.0,-3.0,1
-61.0,150.0,-23.0,-177.0,-51.0,-2.0,-76.0,46.0,-25.0,-47.0,-95.0,-3.0,-96.0,4.0,-4.0,-3.0,-135.0,-6.0,-59.0,3.0,-24.0,-4.0,-74.0,-5.0,-42.0,23.0,-27.0,-29.0,-55.0,-4.0,-47.0,30.0,0.0,-38.0,-60.0,-4.0,-23.0,2.0,-9.0,-2.0,-31.0,-5.0,3.0,-4.0,9.0,7.0,3.0,-4.0,6.0,-8.0,-5.0,10.0,7.0,-3.0,6.0,-5.0,12.0,10.0,12.0,-4.0,6.0,-5.0,12.0,10.0,12.0,-4.0,5.0,-3.0,1.0,4.0,5.0,-3.0,3.0,0.0,3.0,0.0,5.0,-4.0,5.0,-3.0,1.0,4.0,5.0,-3.0,3.0,0.0,3.0,0.0,5.0,-4.0,1
-5.0,14.0,-43.0,-101.0,-49.0,17.0,-4.0,1.0,6.0,-2.0,-2.0,-4.0,-4.0,0.0,12.0,-2.0,-1.0,-4.0,-4.0,-2.0,3.0,0.0,-1.0,-3.0,-4.0,0.0,10.0,-2.0,-2.0,-4.0,-2.0,-1.0,-2.0,-1.0,1.0,-3.0,-4.0,0.0,10.0,-2.0,-2.0,-4.0,-2.0,-1.0,-2.0,-1.0,1.0,-3.0,-1.0,1.0,12.0,-3.0,1.0,-3.0,-1.0,1.0,2.0,-2.0,2.0,-3.0,-1.0,1.0,12.0,-3.0,1.0,-3.0,-4.0,0.0,10.0,-2.0,-2.0,-4.0,-2.0,-1.0,-2.0,-1.0,1.0,-3.0,-1.0,1.0,12.0,-3.0,1.0,-3.0,-1.0,1.0,2.0,-2.0,2.0,-3.0,1
36.0,-4.0,19.0,8.0,53.0,-2.0,25.0,2.0,25.0,0.0,37.0,-3.0,22.0,-14.0,13.0,22.0,35.0,-2.0,17.0,-23.0,10.0,32.0,27.0,-2.0,7.0,-8.0,7.0,13.0,13.0,-3.0,4.0,6.0,8.0,-5.0,9.0,-3.0,-5.0,11.0,15.0,-12.0,0.0,-4.0,1.0,-1.0,4.0,3.0,5.0,-3.0,1.0,0.0,4.0,0.0,5.0,-3.0,3.0,0.0,-3.0,1.0,7.0,-3.0,0.0,2.0,13.0,-3.0,2.0,-3.0,3.0,-1.0,1.0,3.0,5.0,-4.0,1.0,-1.0,4.0,1.0,4.0,-3.0,1.0,-1.0,4.0,1.0,4.0,-3.0,2.0,-1.0,3.0,1.0,5.0,-4.0,1
-12.0,17.0,3.0,-19.0,-10.0,-4.0,-12.0,12.0,11.0,-13.0,-16.0,-4.0,-8.0,3.0,6.0,2.0,-11.0,-4.0,-4.0,3.0,1.0,0.0,-6.0,-3.0,-6.0,6.0,9.0,-2.0,-5.0,-5.0,-7.0,3.0,3.0,-2.0,-10.0,-3.0,-5.0,-3.0,5.0,10.0,-7.0,-3.0,1.0,0.0,-1.0,4.0,2.0,-3.0,2.0,1.0,6.0,2.0,4.0,-4.0,-1.0,2.0,10.0,1.0,1.0,-4.0,-1.0,2.0,16.0,1.0,1.0,-4.0,2.0,-1.0,4.0,5.0,3.0,-3.0,0.0,1.0,3.0,1.0,1.0,-3.0,1.0,2.0,9.0,0.0,3.0,-4.0,1.0,2.0,9.0,0.0,3.0,-4.0,1
-41.0,21.0,-5.0,-23.0,-59.0,-4.0,-32.0,21.0,-6.0,-25.0,-45.0,-4.0,-21.0,12.0,-6.0,-14.0,-31.0,-4.0,-3.0,-1.0,2.0,8.0,-4.0,-4.0,0.0,-1.0,13.0,8.0,1.0,-3.0,6.0,-2.0,14.0,6.0,9.0,-4.0,15.0,-5.0,3.0,15.0,22.0,-3.0,-1.0,1.0,5.0,3.0,1.0,-4.0,-1.0,1.0,6.0,4.0,0.0,-3.0,-2.0,2.0,5.0,1.0,-2.0,-3.0,-1.0,1.0,2.0,1.0,0.0,-3.0,-3.0,4.0,13.0,-2.0,0.0,-3.0,-4.0,4.0,3.0,0.0,-1.0,-3.0,-4.0,3.0,2.0,2.0,-3.0,-3.0,-2.0,3.0,5.0,0.0,-2.0,-3.0,1
9.0,-10.0,-11.0,17.0,7.0,-4.0,5.0,0.0,4.0,0.0,7.0,-4.0,-3.0,6.0,-2.0,-8.0,-8.0,-4.0,0.0,-2.0,6.0,4.0,-2.0,-4.0,-5.0,-8.0,4.0,14.0,-8.0,-4.0,-4.0,-11.0,5.0,18.0,-6.0,-3.0,3.0,2.0,3.0,-2.0,4.0,-3.0,3.0,1.0,1.0,0.0,5.0,-4.0,4.0,-1.0,15.0,3.0,7.0,-3.0,5.0,-3.0,3.0,7.0,10.0,-3.0,1.0,1.0,8.0,0.0,3.0,-4.0,0.0,0.0,5.0,0.0,3.0,-4.0,-1.0,1.0,-3.0,-3.0,-2.0,-3.0,0.0,-1.0,-5.0,-1.0,1.0,-3.0,-1.0,1.0,4.0,0.0,-1.0,-3.0,1
